            Interval               Theta              Radial            Vertical
                   0                   0                   0             2.59998
                   0                   0                   0             2.59998
                   1           0.0317333           0.0317279             2.59948
                   2           0.0634665           0.0634239             2.59797
                   3           0.0951998            0.095056             2.59545
                   4            0.126933            0.126592             2.59193
                   5            0.158666            0.158001             2.58742
                   6              0.1904            0.189251             2.58191
                   7            0.222133            0.220311             2.57541
                   8            0.253866            0.251148             2.56793
                   9            0.285599            0.281733             2.55947
                  10            0.317333            0.312033             2.55005
                  11            0.349066             0.34202             2.53967
                  12            0.380799            0.371662             2.52835
                  13            0.412532            0.400931             2.51609
                  14            0.444266            0.429795             2.50291
                  15            0.475999            0.458227             2.48881
                  16            0.507732            0.486197             2.47383
                  17            0.539465            0.513677             2.45796
                  18            0.571199            0.540641             2.44123
                  19            0.602932             0.56706             2.42366
                  20            0.634665            0.592908             2.40525
                  21            0.666398            0.618159             2.38603
                  22            0.698132            0.642788             2.36602
                  23            0.729865            0.666769             2.34524
                  24            0.761598            0.690079             2.32371
                  25            0.793331            0.712694             2.30145
                  26            0.825065            0.734592             2.27849
                  27            0.856798             0.75575             2.25484
                  28            0.888531            0.776146             2.23053
                  29            0.920265            0.795762             2.20559
                  30            0.951998            0.814576             2.18004
                  31            0.983731             0.83257              2.1539
                  32             1.01546            0.849725              2.1272
                  33              1.0472            0.866025             2.09998
                  34             1.07893            0.881453             2.07225
                  35             1.11066            0.895994             2.04405
                  36              1.1424            0.909632             2.01539
                  37             1.17413            0.922354             1.98632
                  38             1.20586            0.934148             1.95687
                  39              1.2376            0.945001             1.92705
                  40             1.26933            0.954902              1.8969
                  41             1.30106            0.963842             1.86645
                  42              1.3328            0.971812             1.83574
                  43             1.36453            0.978802             1.80479
                  44             1.39626            0.984808             1.77363
                  45               1.428            0.989821             1.74229
                  46             1.45973            0.993838             1.71082
                  47             1.49146            0.996855             1.67923
                  48              1.5232            0.998867             1.64756
                  49             1.55493            0.999874             1.61585
                  50             1.58666            0.999874             1.58411
                  51              1.6184            0.998867              1.5524
                  52             1.65013            0.996855             1.52073
                  53             1.68186            0.993838             1.48914
                  54              1.7136            0.989821             1.45766
                  55             1.74533            0.984808             1.42633
                  56             1.77706            0.978802             1.39517
                  57              1.8088            0.971812             1.36422
                  58             1.84053            0.963842             1.33351
                  59             1.87226            0.954902             1.30306
                  60               1.904            0.945001             1.27291
                  61             1.93573            0.934148             1.24309
                  62             1.96746            0.922354             1.21363
                  63              1.9992            0.909632             1.18456
                  64             2.03093            0.895994             1.15591
                  65             2.06266            0.881453             1.12771
                  66              2.0944            0.866025             1.09998
                  67             2.12613            0.849725             1.07275
                  68             2.15786             0.83257             1.04606
                  69             2.18959            0.814576             1.01992
                  70             2.22133            0.795762             0.99437
                  71             2.25306            0.776146            0.969427
                  72             2.28479             0.75575            0.945119
                  73             2.31653            0.734592             0.92147
                  74             2.34826            0.712694            0.898504
                  75             2.37999            0.690079            0.876245
                  76             2.41173            0.666769            0.854715
                  77             2.44346            0.642788            0.833935
                  78             2.47519            0.618159            0.813926
                  79             2.50693            0.592908            0.794709
                  80             2.53866             0.56706            0.776303
                  81             2.57039            0.540641            0.758726
                  82             2.60213            0.513677            0.741996
                  83             2.63386            0.486197             0.72613
                  84             2.66559            0.458227            0.711144
                  85             2.69733            0.429795            0.697053
                  86             2.72906            0.400931            0.683871
                  87             2.76079            0.371662            0.671611
                  88             2.79253             0.34202            0.660287
                  89             2.82426            0.312033            0.649908
                  90             2.85599            0.281733            0.640486
                  91             2.88773            0.251148            0.632031
                  92             2.91946            0.220311            0.624549
                  93             2.95119            0.189251            0.618051
                  94             2.98293            0.158001             0.61254
                  95             3.01466            0.126592            0.608024
                  96             3.04639            0.095056            0.604507
                  97             3.07813           0.0634239            0.601993
                  98             3.10986           0.0317279            0.600483
                  99             3.14159                   0            0.599979
