            Interval               Theta              Radial            Vertical
                   0                   0                   0             -3.2376
                   0                   0                   0             -3.2376
                   1           0.0317333           0.0317279             -3.2381
                   2           0.0634665           0.0634239            -3.23961
                   3           0.0951998            0.095056            -3.24212
                   4            0.126933            0.126592            -3.24564
                   5            0.158666            0.158001            -3.25016
                   6              0.1904            0.189251            -3.25567
                   7            0.222133            0.220311            -3.26217
                   8            0.253866            0.251148            -3.26965
                   9            0.285599            0.281733             -3.2781
                  10            0.317333            0.312033            -3.28753
                  11            0.349066             0.34202             -3.2979
                  12            0.380799            0.371662            -3.30923
                  13            0.412532            0.400931            -3.32149
                  14            0.444266            0.429795            -3.33467
                  15            0.475999            0.458227            -3.34876
                  16            0.507732            0.486197            -3.36375
                  17            0.539465            0.513677            -3.37961
                  18            0.571199            0.540641            -3.39634
                  19            0.602932             0.56706            -3.41392
                  20            0.634665            0.592908            -3.43233
                  21            0.666398            0.618159            -3.45154
                  22            0.698132            0.642788            -3.47155
                  23            0.729865            0.666769            -3.49233
                  24            0.761598            0.690079            -3.51386
                  25            0.793331            0.712694            -3.53612
                  26            0.825065            0.734592            -3.55909
                  27            0.856798             0.75575            -3.58274
                  28            0.888531            0.776146            -3.60704
                  29            0.920265            0.795762            -3.63199
                  30            0.951998            0.814576            -3.65754
                  31            0.983731             0.83257            -3.68368
                  32             1.01546            0.849725            -3.71037
                  33              1.0472            0.866025             -3.7376
                  34             1.07893            0.881453            -3.76533
                  35             1.11066            0.895994            -3.79353
                  36              1.1424            0.909632            -3.82218
                  37             1.17413            0.922354            -3.85125
                  38             1.20586            0.934148            -3.88071
                  39              1.2376            0.945001            -3.91053
                  40             1.26933            0.954902            -3.94068
                  41             1.30106            0.963842            -3.97112
                  42              1.3328            0.971812            -4.00184
                  43             1.36453            0.978802            -4.03279
                  44             1.39626            0.984808            -4.06395
                  45               1.428            0.989821            -4.09528
                  46             1.45973            0.993838            -4.12676
                  47             1.49146            0.996855            -4.15835
                  48              1.5232            0.998867            -4.19001
                  49             1.55493            0.999874            -4.22173
                  50             1.58666            0.999874            -4.25346
                  51              1.6184            0.998867            -4.28518
                  52             1.65013            0.996855            -4.31685
                  53             1.68186            0.993838            -4.34843
                  54              1.7136            0.989821            -4.37991
                  55             1.74533            0.984808            -4.41124
                  56             1.77706            0.978802             -4.4424
                  57              1.8088            0.971812            -4.47336
                  58             1.84053            0.963842            -4.50407
                  59             1.87226            0.954902            -4.53452
                  60               1.904            0.945001            -4.56466
                  61             1.93573            0.934148            -4.59448
                  62             1.96746            0.922354            -4.62394
                  63              1.9992            0.909632            -4.65301
                  64             2.03093            0.895994            -4.68166
                  65             2.06266            0.881453            -4.70987
                  66              2.0944            0.866025             -4.7376
                  67             2.12613            0.849725            -4.76482
                  68             2.15786             0.83257            -4.79152
                  69             2.18959            0.814576            -4.81765
                  70             2.22133            0.795762            -4.84321
                  71             2.25306            0.776146            -4.86815
                  72             2.28479             0.75575            -4.89246
                  73             2.31653            0.734592            -4.91611
                  74             2.34826            0.712694            -4.93907
                  75             2.37999            0.690079            -4.96133
                  76             2.41173            0.666769            -4.98286
                  77             2.44346            0.642788            -5.00364
                  78             2.47519            0.618159            -5.02365
                  79             2.50693            0.592908            -5.04287
                  80             2.53866             0.56706            -5.06127
                  81             2.57039            0.540641            -5.07885
                  82             2.60213            0.513677            -5.09558
                  83             2.63386            0.486197            -5.11145
                  84             2.66559            0.458227            -5.12643
                  85             2.69733            0.429795            -5.14052
                  86             2.72906            0.400931             -5.1537
                  87             2.76079            0.371662            -5.16596
                  88             2.79253             0.34202            -5.17729
                  89             2.82426            0.312033            -5.18767
                  90             2.85599            0.281733            -5.19709
                  91             2.88773            0.251148            -5.20555
                  92             2.91946            0.220311            -5.21303
                  93             2.95119            0.189251            -5.21952
                  94             2.98293            0.158001            -5.22504
                  95             3.01466            0.126592            -5.22955
                  96             3.04639            0.095056            -5.23307
                  97             3.07813           0.0634239            -5.23558
                  98             3.10986           0.0317279            -5.23709
                  99             3.14159                   0             -5.2376
