            Interval               Theta              Radial            Vertical
                   0                   0                   0             1.94024
                   0                   0                   0             1.94024
                   1           0.0317333           0.0317279             1.93974
                   2           0.0634665           0.0634239             1.93823
                   3           0.0951998            0.095056             1.93571
                   4            0.126933            0.126592              1.9322
                   5            0.158666            0.158001             1.92768
                   6              0.1904            0.189251             1.92217
                   7            0.222133            0.220311             1.91567
                   8            0.253866            0.251148             1.90819
                   9            0.285599            0.281733             1.89973
                  10            0.317333            0.312033             1.89031
                  11            0.349066             0.34202             1.87993
                  12            0.380799            0.371662             1.86861
                  13            0.412532            0.400931             1.85635
                  14            0.444266            0.429795             1.84317
                  15            0.475999            0.458227             1.82908
                  16            0.507732            0.486197             1.81409
                  17            0.539465            0.513677             1.79822
                  18            0.571199            0.540641             1.78149
                  19            0.602932             0.56706             1.76392
                  20            0.634665            0.592908             1.74551
                  21            0.666398            0.618159             1.72629
                  22            0.698132            0.642788             1.70628
                  23            0.729865            0.666769              1.6855
                  24            0.761598            0.690079             1.66397
                  25            0.793331            0.712694             1.64172
                  26            0.825065            0.734592             1.61875
                  27            0.856798             0.75575              1.5951
                  28            0.888531            0.776146             1.57079
                  29            0.920265            0.795762             1.54585
                  30            0.951998            0.814576              1.5203
                  31            0.983731             0.83257             1.49416
                  32             1.01546            0.849725             1.46747
                  33              1.0472            0.866025             1.44024
                  34             1.07893            0.881453             1.41251
                  35             1.11066            0.895994             1.38431
                  36              1.1424            0.909632             1.35566
                  37             1.17413            0.922354             1.32659
                  38             1.20586            0.934148             1.29713
                  39              1.2376            0.945001             1.26731
                  40             1.26933            0.954902             1.23716
                  41             1.30106            0.963842             1.20671
                  42              1.3328            0.971812               1.176
                  43             1.36453            0.978802             1.14505
                  44             1.39626            0.984808             1.11389
                  45               1.428            0.989821             1.08256
                  46             1.45973            0.993838             1.05108
                  47             1.49146            0.996855             1.01949
                  48              1.5232            0.998867            0.987822
                  49             1.55493            0.999874            0.956106
                  50             1.58666            0.999874            0.924374
                  51              1.6184            0.998867            0.892659
                  52             1.65013            0.996855             0.86099
                  53             1.68186            0.993838            0.829402
                  54              1.7136            0.989821            0.797926
                  55             1.74533            0.984808            0.766592
                  56             1.77706            0.978802            0.735434
                  57              1.8088            0.971812            0.704481
                  58             1.84053            0.963842            0.673767
                  59             1.87226            0.954902             0.64332
                  60               1.904            0.945001            0.613172
                  61             1.93573            0.934148            0.583354
                  62             1.96746            0.922354            0.553895
                  63              1.9992            0.909632            0.524825
                  64             2.03093            0.895994            0.496174
                  65             2.06266            0.881453            0.467969
                  66              2.0944            0.866025             0.44024
                  67             2.12613            0.849725            0.413015
                  68             2.15786             0.83257             0.38632
                  69             2.18959            0.814576            0.360184
                  70             2.22133            0.795762            0.334631
                  71             2.25306            0.776146            0.309688
                  72             2.28479             0.75575             0.28538
                  73             2.31653            0.734592            0.261731
                  74             2.34826            0.712694            0.238766
                  75             2.37999            0.690079            0.216506
                  76             2.41173            0.666769            0.194976
                  77             2.44346            0.642788            0.174196
                  78             2.47519            0.618159            0.154187
                  79             2.50693            0.592908             0.13497
                  80             2.53866             0.56706            0.116564
                  81             2.57039            0.540641           0.0989869
                  82             2.60213            0.513677            0.082257
                  83             2.63386            0.486197           0.0663911
                  84             2.66559            0.458227            0.051405
                  85             2.69733            0.429795           0.0373139
                  86             2.72906            0.400931            0.024132
                  87             2.76079            0.371662           0.0118725
                  88             2.79253             0.34202         0.000547807
                  89             2.82426            0.312033         -0.00983069
                  90             2.85599            0.281733          -0.0192525
                  91             2.88773            0.251148          -0.0277083
                  92             2.91946            0.220311          -0.0351894
                  93             2.95119            0.189251          -0.0416883
                  94             2.98293            0.158001          -0.0471985
                  95             3.01466            0.126592          -0.0517144
                  96             3.04639            0.095056          -0.0552315
                  97             3.07813           0.0634239          -0.0577462
                  98             3.10986           0.0317279          -0.0592561
                  99             3.14159                   0          -0.0597596
