            Interval               Theta              Radial            Vertical
                   0                   0                   0             -3.0322
                   0                   0                   0             -3.0322
                   1           0.0317333           0.0317279            -3.03271
                   2           0.0634665           0.0634239            -3.03422
                   3           0.0951998            0.095056            -3.03673
                   4            0.126933            0.126592            -3.04025
                   5            0.158666            0.158001            -3.04476
                   6              0.1904            0.189251            -3.05027
                   7            0.222133            0.220311            -3.05677
                   8            0.253866            0.251148            -3.06425
                   9            0.285599            0.281733            -3.07271
                  10            0.317333            0.312033            -3.08213
                  11            0.349066             0.34202            -3.09251
                  12            0.380799            0.371662            -3.10384
                  13            0.412532            0.400931            -3.11609
                  14            0.444266            0.429795            -3.12928
                  15            0.475999            0.458227            -3.14337
                  16            0.507732            0.486197            -3.15835
                  17            0.539465            0.513677            -3.17422
                  18            0.571199            0.540641            -3.19095
                  19            0.602932             0.56706            -3.20853
                  20            0.634665            0.592908            -3.22693
                  21            0.666398            0.618159            -3.24615
                  22            0.698132            0.642788            -3.26616
                  23            0.729865            0.666769            -3.28694
                  24            0.761598            0.690079            -3.30847
                  25            0.793331            0.712694            -3.33073
                  26            0.825065            0.734592            -3.35369
                  27            0.856798             0.75575            -3.37734
                  28            0.888531            0.776146            -3.40165
                  29            0.920265            0.795762            -3.42659
                  30            0.951998            0.814576            -3.45215
                  31            0.983731             0.83257            -3.47828
                  32             1.01546            0.849725            -3.50498
                  33              1.0472            0.866025             -3.5322
                  34             1.07893            0.881453            -3.55993
                  35             1.11066            0.895994            -3.58814
                  36              1.1424            0.909632            -3.61679
                  37             1.17413            0.922354            -3.64586
                  38             1.20586            0.934148            -3.67532
                  39              1.2376            0.945001            -3.70514
                  40             1.26933            0.954902            -3.73528
                  41             1.30106            0.963842            -3.76573
                  42              1.3328            0.971812            -3.79644
                  43             1.36453            0.978802             -3.8274
                  44             1.39626            0.984808            -3.85855
                  45               1.428            0.989821            -3.88989
                  46             1.45973            0.993838            -3.92136
                  47             1.49146            0.996855            -3.95295
                  48              1.5232            0.998867            -3.98462
                  49             1.55493            0.999874            -4.01634
                  50             1.58666            0.999874            -4.04807
                  51              1.6184            0.998867            -4.07978
                  52             1.65013            0.996855            -4.11145
                  53             1.68186            0.993838            -4.14304
                  54              1.7136            0.989821            -4.17452
                  55             1.74533            0.984808            -4.20585
                  56             1.77706            0.978802            -4.23701
                  57              1.8088            0.971812            -4.26796
                  58             1.84053            0.963842            -4.29868
                  59             1.87226            0.954902            -4.32912
                  60               1.904            0.945001            -4.35927
                  61             1.93573            0.934148            -4.38909
                  62             1.96746            0.922354            -4.41855
                  63              1.9992            0.909632            -4.44762
                  64             2.03093            0.895994            -4.47627
                  65             2.06266            0.881453            -4.50447
                  66              2.0944            0.866025             -4.5322
                  67             2.12613            0.849725            -4.55943
                  68             2.15786             0.83257            -4.58612
                  69             2.18959            0.814576            -4.61226
                  70             2.22133            0.795762            -4.63781
                  71             2.25306            0.776146            -4.66276
                  72             2.28479             0.75575            -4.68706
                  73             2.31653            0.734592            -4.71071
                  74             2.34826            0.712694            -4.73368
                  75             2.37999            0.690079            -4.75594
                  76             2.41173            0.666769            -4.77747
                  77             2.44346            0.642788            -4.79825
                  78             2.47519            0.618159            -4.81826
                  79             2.50693            0.592908            -4.83747
                  80             2.53866             0.56706            -4.85588
                  81             2.57039            0.540641            -4.87346
                  82             2.60213            0.513677            -4.89019
                  83             2.63386            0.486197            -4.90605
                  84             2.66559            0.458227            -4.92104
                  85             2.69733            0.429795            -4.93513
                  86             2.72906            0.400931            -4.94831
                  87             2.76079            0.371662            -4.96057
                  88             2.79253             0.34202             -4.9719
                  89             2.82426            0.312033            -4.98227
                  90             2.85599            0.281733             -4.9917
                  91             2.88773            0.251148            -5.00015
                  92             2.91946            0.220311            -5.00763
                  93             2.95119            0.189251            -5.01413
                  94             2.98293            0.158001            -5.01964
                  95             3.01466            0.126592            -5.02416
                  96             3.04639            0.095056            -5.02767
                  97             3.07813           0.0634239            -5.03019
                  98             3.10986           0.0317279             -5.0317
                  99             3.14159                   0             -5.0322
