            Interval               Theta              Radial            Vertical
                   0                   0                   0           -0.573062
                   0                   0                   0           -0.573062
                   1           0.0317333           0.0317279           -0.573565
                   2           0.0634665           0.0634239           -0.575075
                   3           0.0951998            0.095056            -0.57759
                   4            0.126933            0.126592           -0.581107
                   5            0.158666            0.158001           -0.585623
                   6              0.1904            0.189251           -0.591133
                   7            0.222133            0.220311           -0.597632
                   8            0.253866            0.251148           -0.605113
                   9            0.285599            0.281733           -0.613569
                  10            0.317333            0.312033            -0.62299
                  11            0.349066             0.34202           -0.633369
                  12            0.380799            0.371662           -0.644694
                  13            0.412532            0.400931           -0.656953
                  14            0.444266            0.429795           -0.670135
                  15            0.475999            0.458227           -0.684226
                  16            0.507732            0.486197           -0.699212
                  17            0.539465            0.513677           -0.715078
                  18            0.571199            0.540641           -0.731808
                  19            0.602932             0.56706           -0.749385
                  20            0.634665            0.592908           -0.767791
                  21            0.666398            0.618159           -0.787008
                  22            0.698132            0.642788           -0.807017
                  23            0.729865            0.666769           -0.827797
                  24            0.761598            0.690079           -0.849327
                  25            0.793331            0.712694           -0.871587
                  26            0.825065            0.734592           -0.894552
                  27            0.856798             0.75575           -0.918201
                  28            0.888531            0.776146           -0.942509
                  29            0.920265            0.795762           -0.967452
                  30            0.951998            0.814576           -0.993005
                  31            0.983731             0.83257            -1.01914
                  32             1.01546            0.849725            -1.04584
                  33              1.0472            0.866025            -1.07306
                  34             1.07893            0.881453            -1.10079
                  35             1.11066            0.895994            -1.12899
                  36              1.1424            0.909632            -1.15765
                  37             1.17413            0.922354            -1.18672
                  38             1.20586            0.934148            -1.21618
                  39              1.2376            0.945001            -1.24599
                  40             1.26933            0.954902            -1.27614
                  41             1.30106            0.963842            -1.30659
                  42              1.3328            0.971812             -1.3373
                  43             1.36453            0.978802            -1.36825
                  44             1.39626            0.984808            -1.39941
                  45               1.428            0.989821            -1.43075
                  46             1.45973            0.993838            -1.46222
                  47             1.49146            0.996855            -1.49381
                  48              1.5232            0.998867            -1.52548
                  49             1.55493            0.999874             -1.5572
                  50             1.58666            0.999874            -1.58893
                  51              1.6184            0.998867            -1.62064
                  52             1.65013            0.996855            -1.65231
                  53             1.68186            0.993838             -1.6839
                  54              1.7136            0.989821            -1.71538
                  55             1.74533            0.984808            -1.74671
                  56             1.77706            0.978802            -1.77787
                  57              1.8088            0.971812            -1.80882
                  58             1.84053            0.963842            -1.83954
                  59             1.87226            0.954902            -1.86998
                  60               1.904            0.945001            -1.90013
                  61             1.93573            0.934148            -1.92995
                  62             1.96746            0.922354            -1.95941
                  63              1.9992            0.909632            -1.98848
                  64             2.03093            0.895994            -2.01713
                  65             2.06266            0.881453            -2.04533
                  66              2.0944            0.866025            -2.07306
                  67             2.12613            0.849725            -2.10029
                  68             2.15786             0.83257            -2.12698
                  69             2.18959            0.814576            -2.15312
                  70             2.22133            0.795762            -2.17867
                  71             2.25306            0.776146            -2.20361
                  72             2.28479             0.75575            -2.22792
                  73             2.31653            0.734592            -2.25157
                  74             2.34826            0.712694            -2.27454
                  75             2.37999            0.690079             -2.2968
                  76             2.41173            0.666769            -2.31833
                  77             2.44346            0.642788            -2.33911
                  78             2.47519            0.618159            -2.35911
                  79             2.50693            0.592908            -2.37833
                  80             2.53866             0.56706            -2.39674
                  81             2.57039            0.540641            -2.41432
                  82             2.60213            0.513677            -2.43104
                  83             2.63386            0.486197            -2.44691
                  84             2.66559            0.458227             -2.4619
                  85             2.69733            0.429795            -2.47599
                  86             2.72906            0.400931            -2.48917
                  87             2.76079            0.371662            -2.50143
                  88             2.79253             0.34202            -2.51275
                  89             2.82426            0.312033            -2.52313
                  90             2.85599            0.281733            -2.53255
                  91             2.88773            0.251148            -2.54101
                  92             2.91946            0.220311            -2.54849
                  93             2.95119            0.189251            -2.55499
                  94             2.98293            0.158001             -2.5605
                  95             3.01466            0.126592            -2.56502
                  96             3.04639            0.095056            -2.56853
                  97             3.07813           0.0634239            -2.57105
                  98             3.10986           0.0317279            -2.57256
                  99             3.14159                   0            -2.57306
