            Interval               Theta              Radial            Vertical
                   0                   0                   0            -1.60187
                   0                   0                   0            -1.60187
                   1           0.0317333           0.0317279            -1.60238
                   2           0.0634665           0.0634239            -1.60389
                   3           0.0951998            0.095056             -1.6064
                   4            0.126933            0.126592            -1.60992
                   5            0.158666            0.158001            -1.61444
                   6              0.1904            0.189251            -1.61995
                   7            0.222133            0.220311            -1.62644
                   8            0.253866            0.251148            -1.63393
                   9            0.285599            0.281733            -1.64238
                  10            0.317333            0.312033             -1.6518
                  11            0.349066             0.34202            -1.66218
                  12            0.380799            0.371662            -1.67351
                  13            0.412532            0.400931            -1.68577
                  14            0.444266            0.429795            -1.69895
                  15            0.475999            0.458227            -1.71304
                  16            0.507732            0.486197            -1.72803
                  17            0.539465            0.513677            -1.74389
                  18            0.571199            0.540641            -1.76062
                  19            0.602932             0.56706             -1.7782
                  20            0.634665            0.592908             -1.7966
                  21            0.666398            0.618159            -1.81582
                  22            0.698132            0.642788            -1.83583
                  23            0.729865            0.666769            -1.85661
                  24            0.761598            0.690079            -1.87814
                  25            0.793331            0.712694             -1.9004
                  26            0.825065            0.734592            -1.92337
                  27            0.856798             0.75575            -1.94701
                  28            0.888531            0.776146            -1.97132
                  29            0.920265            0.795762            -1.99626
                  30            0.951998            0.814576            -2.02182
                  31            0.983731             0.83257            -2.04795
                  32             1.01546            0.849725            -2.07465
                  33              1.0472            0.866025            -2.10187
                  34             1.07893            0.881453             -2.1296
                  35             1.11066            0.895994            -2.15781
                  36              1.1424            0.909632            -2.18646
                  37             1.17413            0.922354            -2.21553
                  38             1.20586            0.934148            -2.24499
                  39              1.2376            0.945001            -2.27481
                  40             1.26933            0.954902            -2.30495
                  41             1.30106            0.963842             -2.3354
                  42              1.3328            0.971812            -2.36612
                  43             1.36453            0.978802            -2.39707
                  44             1.39626            0.984808            -2.42823
                  45               1.428            0.989821            -2.45956
                  46             1.45973            0.993838            -2.49104
                  47             1.49146            0.996855            -2.52262
                  48              1.5232            0.998867            -2.55429
                  49             1.55493            0.999874            -2.58601
                  50             1.58666            0.999874            -2.61774
                  51              1.6184            0.998867            -2.64946
                  52             1.65013            0.996855            -2.68112
                  53             1.68186            0.993838            -2.71271
                  54              1.7136            0.989821            -2.74419
                  55             1.74533            0.984808            -2.77552
                  56             1.77706            0.978802            -2.80668
                  57              1.8088            0.971812            -2.83763
                  58             1.84053            0.963842            -2.86835
                  59             1.87226            0.954902            -2.89879
                  60               1.904            0.945001            -2.92894
                  61             1.93573            0.934148            -2.95876
                  62             1.96746            0.922354            -2.98822
                  63              1.9992            0.909632            -3.01729
                  64             2.03093            0.895994            -3.04594
                  65             2.06266            0.881453            -3.07415
                  66              2.0944            0.866025            -3.10187
                  67             2.12613            0.849725             -3.1291
                  68             2.15786             0.83257            -3.15579
                  69             2.18959            0.814576            -3.18193
                  70             2.22133            0.795762            -3.20748
                  71             2.25306            0.776146            -3.23243
                  72             2.28479             0.75575            -3.25674
                  73             2.31653            0.734592            -3.28038
                  74             2.34826            0.712694            -3.30335
                  75             2.37999            0.690079            -3.32561
                  76             2.41173            0.666769            -3.34714
                  77             2.44346            0.642788            -3.36792
                  78             2.47519            0.618159            -3.38793
                  79             2.50693            0.592908            -3.40714
                  80             2.53866             0.56706            -3.42555
                  81             2.57039            0.540641            -3.44313
                  82             2.60213            0.513677            -3.45986
                  83             2.63386            0.486197            -3.47572
                  84             2.66559            0.458227            -3.49071
                  85             2.69733            0.429795             -3.5048
                  86             2.72906            0.400931            -3.51798
                  87             2.76079            0.371662            -3.53024
                  88             2.79253             0.34202            -3.54157
                  89             2.82426            0.312033            -3.55195
                  90             2.85599            0.281733            -3.56137
                  91             2.88773            0.251148            -3.56982
                  92             2.91946            0.220311             -3.5773
                  93             2.95119            0.189251             -3.5838
                  94             2.98293            0.158001            -3.58931
                  95             3.01466            0.126592            -3.59383
                  96             3.04639            0.095056            -3.59735
                  97             3.07813           0.0634239            -3.59986
                  98             3.10986           0.0317279            -3.60137
                  99             3.14159                   0            -3.60187
