            Interval               Theta              Radial            Vertical
                   0                   0                   0           0.0486897
                   0                   0                   0           0.0486897
                   1           0.0317333           0.0317279           0.0481863
                   2           0.0634665           0.0634239           0.0466764
                   3           0.0951998            0.095056           0.0441616
                   4            0.126933            0.126592           0.0406445
                   5            0.158666            0.158001           0.0361286
                   6              0.1904            0.189251           0.0306184
                   7            0.222133            0.220311           0.0241195
                   8            0.253866            0.251148           0.0166384
                   9            0.285599            0.281733          0.00818269
                  10            0.317333            0.312033         -0.00123917
                  11            0.349066             0.34202          -0.0116177
                  12            0.380799            0.371662          -0.0229423
                  13            0.412532            0.400931          -0.0352018
                  14            0.444266            0.429795          -0.0483837
                  15            0.475999            0.458227          -0.0624748
                  16            0.507732            0.486197          -0.0774609
                  17            0.539465            0.513677          -0.0933269
                  18            0.571199            0.540641           -0.110057
                  19            0.602932             0.56706           -0.127634
                  20            0.634665            0.592908            -0.14604
                  21            0.666398            0.618159           -0.165257
                  22            0.698132            0.642788           -0.185266
                  23            0.729865            0.666769           -0.206046
                  24            0.761598            0.690079           -0.227576
                  25            0.793331            0.712694           -0.249835
                  26            0.825065            0.734592           -0.272801
                  27            0.856798             0.75575            -0.29645
                  28            0.888531            0.776146           -0.320758
                  29            0.920265            0.795762           -0.345701
                  30            0.951998            0.814576           -0.371253
                  31            0.983731             0.83257            -0.39739
                  32             1.01546            0.849725           -0.424085
                  33              1.0472            0.866025            -0.45131
                  34             1.07893            0.881453           -0.479039
                  35             1.11066            0.895994           -0.507244
                  36              1.1424            0.909632           -0.535895
                  37             1.17413            0.922354           -0.564965
                  38             1.20586            0.934148           -0.594424
                  39              1.2376            0.945001           -0.624242
                  40             1.26933            0.954902            -0.65439
                  41             1.30106            0.963842           -0.684836
                  42              1.3328            0.971812           -0.715551
                  43             1.36453            0.978802           -0.746504
                  44             1.39626            0.984808           -0.777662
                  45               1.428            0.989821           -0.808995
                  46             1.45973            0.993838           -0.840472
                  47             1.49146            0.996855            -0.87206
                  48              1.5232            0.998867           -0.903728
                  49             1.55493            0.999874           -0.935444
                  50             1.58666            0.999874           -0.967176
                  51              1.6184            0.998867           -0.998892
                  52             1.65013            0.996855            -1.03056
                  53             1.68186            0.993838            -1.06215
                  54              1.7136            0.989821            -1.09363
                  55             1.74533            0.984808            -1.12496
                  56             1.77706            0.978802            -1.15612
                  57              1.8088            0.971812            -1.18707
                  58             1.84053            0.963842            -1.21778
                  59             1.87226            0.954902            -1.24823
                  60               1.904            0.945001            -1.27838
                  61             1.93573            0.934148             -1.3082
                  62             1.96746            0.922354            -1.33766
                  63              1.9992            0.909632            -1.36673
                  64             2.03093            0.895994            -1.39538
                  65             2.06266            0.881453            -1.42358
                  66              2.0944            0.866025            -1.45131
                  67             2.12613            0.849725            -1.47854
                  68             2.15786             0.83257            -1.50523
                  69             2.18959            0.814576            -1.53137
                  70             2.22133            0.795762            -1.55692
                  71             2.25306            0.776146            -1.58186
                  72             2.28479             0.75575            -1.60617
                  73             2.31653            0.734592            -1.62982
                  74             2.34826            0.712694            -1.65279
                  75             2.37999            0.690079            -1.67504
                  76             2.41173            0.666769            -1.69657
                  77             2.44346            0.642788            -1.71735
                  78             2.47519            0.618159            -1.73736
                  79             2.50693            0.592908            -1.75658
                  80             2.53866             0.56706            -1.77499
                  81             2.57039            0.540641            -1.79256
                  82             2.60213            0.513677            -1.80929
                  83             2.63386            0.486197            -1.82516
                  84             2.66559            0.458227            -1.84015
                  85             2.69733            0.429795            -1.85424
                  86             2.72906            0.400931            -1.86742
                  87             2.76079            0.371662            -1.87968
                  88             2.79253             0.34202              -1.891
                  89             2.82426            0.312033            -1.90138
                  90             2.85599            0.281733             -1.9108
                  91             2.88773            0.251148            -1.91926
                  92             2.91946            0.220311            -1.92674
                  93             2.95119            0.189251            -1.93324
                  94             2.98293            0.158001            -1.93875
                  95             3.01466            0.126592            -1.94327
                  96             3.04639            0.095056            -1.94678
                  97             3.07813           0.0634239             -1.9493
                  98             3.10986           0.0317279            -1.95081
                  99             3.14159                   0            -1.95131
