            Interval               Theta              Radial            Vertical
                   0                   0                   0              2.6852
                   0                   0                   0              2.6852
                   1           0.0317333           0.0317279              2.6847
                   2           0.0634665           0.0634239             2.68319
                   3           0.0951998            0.095056             2.68067
                   4            0.126933            0.126592             2.67716
                   5            0.158666            0.158001             2.67264
                   6              0.1904            0.189251             2.66713
                   7            0.222133            0.220311             2.66063
                   8            0.253866            0.251148             2.65315
                   9            0.285599            0.281733             2.64469
                  10            0.317333            0.312033             2.63527
                  11            0.349066             0.34202             2.62489
                  12            0.380799            0.371662             2.61357
                  13            0.412532            0.400931             2.60131
                  14            0.444266            0.429795             2.58813
                  15            0.475999            0.458227             2.57404
                  16            0.507732            0.486197             2.55905
                  17            0.539465            0.513677             2.54318
                  18            0.571199            0.540641             2.52645
                  19            0.602932             0.56706             2.50888
                  20            0.634665            0.592908             2.49047
                  21            0.666398            0.618159             2.47125
                  22            0.698132            0.642788             2.45125
                  23            0.729865            0.666769             2.43047
                  24            0.761598            0.690079             2.40894
                  25            0.793331            0.712694             2.38668
                  26            0.825065            0.734592             2.36371
                  27            0.856798             0.75575             2.34006
                  28            0.888531            0.776146             2.31575
                  29            0.920265            0.795762             2.29081
                  30            0.951998            0.814576             2.26526
                  31            0.983731             0.83257             2.23912
                  32             1.01546            0.849725             2.21243
                  33              1.0472            0.866025              2.1852
                  34             1.07893            0.881453             2.15747
                  35             1.11066            0.895994             2.12927
                  36              1.1424            0.909632             2.10062
                  37             1.17413            0.922354             2.07155
                  38             1.20586            0.934148             2.04209
                  39              1.2376            0.945001             2.01227
                  40             1.26933            0.954902             1.98212
                  41             1.30106            0.963842             1.95168
                  42              1.3328            0.971812             1.92096
                  43             1.36453            0.978802             1.89001
                  44             1.39626            0.984808             1.85885
                  45               1.428            0.989821             1.82752
                  46             1.45973            0.993838             1.79604
                  47             1.49146            0.996855             1.76445
                  48              1.5232            0.998867             1.73278
                  49             1.55493            0.999874             1.70107
                  50             1.58666            0.999874             1.66934
                  51              1.6184            0.998867             1.63762
                  52             1.65013            0.996855             1.60595
                  53             1.68186            0.993838             1.57436
                  54              1.7136            0.989821             1.54289
                  55             1.74533            0.984808             1.51155
                  56             1.77706            0.978802             1.48039
                  57              1.8088            0.971812             1.44944
                  58             1.84053            0.963842             1.41873
                  59             1.87226            0.954902             1.38828
                  60               1.904            0.945001             1.35813
                  61             1.93573            0.934148             1.32832
                  62             1.96746            0.922354             1.29886
                  63              1.9992            0.909632             1.26979
                  64             2.03093            0.895994             1.24113
                  65             2.06266            0.881453             1.21293
                  66              2.0944            0.866025              1.1852
                  67             2.12613            0.849725             1.15798
                  68             2.15786             0.83257             1.13128
                  69             2.18959            0.814576             1.10514
                  70             2.22133            0.795762             1.07959
                  71             2.25306            0.776146             1.05465
                  72             2.28479             0.75575             1.03034
                  73             2.31653            0.734592             1.00669
                  74             2.34826            0.712694            0.983727
                  75             2.37999            0.690079            0.961467
                  76             2.41173            0.666769            0.939937
                  77             2.44346            0.642788            0.919157
                  78             2.47519            0.618159            0.899148
                  79             2.50693            0.592908            0.879931
                  80             2.53866             0.56706            0.861525
                  81             2.57039            0.540641            0.843948
                  82             2.60213            0.513677            0.827218
                  83             2.63386            0.486197            0.811352
                  84             2.66559            0.458227            0.796366
                  85             2.69733            0.429795            0.782275
                  86             2.72906            0.400931            0.769093
                  87             2.76079            0.371662            0.756834
                  88             2.79253             0.34202            0.745509
                  89             2.82426            0.312033             0.73513
                  90             2.85599            0.281733            0.725708
                  91             2.88773            0.251148            0.717253
                  92             2.91946            0.220311            0.709772
                  93             2.95119            0.189251            0.703273
                  94             2.98293            0.158001            0.697763
                  95             3.01466            0.126592            0.693247
                  96             3.04639            0.095056             0.68973
                  97             3.07813           0.0634239            0.687215
                  98             3.10986           0.0317279            0.685705
                  99             3.14159                   0            0.685201
