            Interval               Theta              Radial            Vertical
                   0                   0                   0             1.42476
                   0                   0                   0             1.42476
                   1           0.0317333           0.0317279             1.42426
                   2           0.0634665           0.0634239             1.42275
                   3           0.0951998            0.095056             1.42023
                   4            0.126933            0.126592             1.41672
                   5            0.158666            0.158001              1.4122
                   6              0.1904            0.189251             1.40669
                   7            0.222133            0.220311             1.40019
                   8            0.253866            0.251148             1.39271
                   9            0.285599            0.281733             1.38426
                  10            0.317333            0.312033             1.37483
                  11            0.349066             0.34202             1.36446
                  12            0.380799            0.371662             1.35313
                  13            0.412532            0.400931             1.34087
                  14            0.444266            0.429795             1.32769
                  15            0.475999            0.458227              1.3136
                  16            0.507732            0.486197             1.29861
                  17            0.539465            0.513677             1.28275
                  18            0.571199            0.540641             1.26602
                  19            0.602932             0.56706             1.24844
                  20            0.634665            0.592908             1.23003
                  21            0.666398            0.618159             1.21082
                  22            0.698132            0.642788             1.19081
                  23            0.729865            0.666769             1.17003
                  24            0.761598            0.690079              1.1485
                  25            0.793331            0.712694             1.12624
                  26            0.825065            0.734592             1.10327
                  27            0.856798             0.75575             1.07962
                  28            0.888531            0.776146             1.05532
                  29            0.920265            0.795762             1.03037
                  30            0.951998            0.814576             1.00482
                  31            0.983731             0.83257            0.978683
                  32             1.01546            0.849725            0.951988
                  33              1.0472            0.866025            0.924763
                  34             1.07893            0.881453            0.897034
                  35             1.11066            0.895994             0.86883
                  36              1.1424            0.909632            0.840178
                  37             1.17413            0.922354            0.811108
                  38             1.20586            0.934148            0.781649
                  39              1.2376            0.945001            0.751831
                  40             1.26933            0.954902            0.721683
                  41             1.30106            0.963842            0.691237
                  42              1.3328            0.971812            0.660522
                  43             1.36453            0.978802             0.62957
                  44             1.39626            0.984808            0.598411
                  45               1.428            0.989821            0.567078
                  46             1.45973            0.993838            0.535601
                  47             1.49146            0.996855            0.504013
                  48              1.5232            0.998867            0.472345
                  49             1.55493            0.999874            0.440629
                  50             1.58666            0.999874            0.408897
                  51              1.6184            0.998867            0.377181
                  52             1.65013            0.996855            0.345513
                  53             1.68186            0.993838            0.313925
                  54              1.7136            0.989821            0.282448
                  55             1.74533            0.984808            0.251115
                  56             1.77706            0.978802            0.219956
                  57              1.8088            0.971812            0.189004
                  58             1.84053            0.963842            0.158289
                  59             1.87226            0.954902            0.127843
                  60               1.904            0.945001           0.0976951
                  61             1.93573            0.934148           0.0678768
                  62             1.96746            0.922354           0.0384179
                  63              1.9992            0.909632          0.00934802
                  64             2.03093            0.895994          -0.0193036
                  65             2.06266            0.881453           -0.047508
                  66              2.0944            0.866025           -0.075237
                  67             2.12613            0.849725           -0.102462
                  68             2.15786             0.83257           -0.129157
                  69             2.18959            0.814576           -0.155294
                  70             2.22133            0.795762           -0.180847
                  71             2.25306            0.776146            -0.20579
                  72             2.28479             0.75575           -0.230098
                  73             2.31653            0.734592           -0.253746
                  74             2.34826            0.712694           -0.276712
                  75             2.37999            0.690079           -0.298971
                  76             2.41173            0.666769           -0.320501
                  77             2.44346            0.642788           -0.341281
                  78             2.47519            0.618159            -0.36129
                  79             2.50693            0.592908           -0.380507
                  80             2.53866             0.56706           -0.398914
                  81             2.57039            0.540641           -0.416491
                  82             2.60213            0.513677            -0.43322
                  83             2.63386            0.486197           -0.449086
                  84             2.66559            0.458227           -0.464072
                  85             2.69733            0.429795           -0.478164
                  86             2.72906            0.400931           -0.491345
                  87             2.76079            0.371662           -0.503605
                  88             2.79253             0.34202            -0.51493
                  89             2.82426            0.312033           -0.525308
                  90             2.85599            0.281733            -0.53473
                  91             2.88773            0.251148           -0.543186
                  92             2.91946            0.220311           -0.550667
                  93             2.95119            0.189251           -0.557166
                  94             2.98293            0.158001           -0.562676
                  95             3.01466            0.126592           -0.567192
                  96             3.04639            0.095056           -0.570709
                  97             3.07813           0.0634239           -0.573224
                  98             3.10986           0.0317279           -0.574734
                  99             3.14159                   0           -0.575237
