            Interval               Theta              Radial            Vertical
                   0                   0                   0             3.37096
                   0                   0                   0             3.37096
                   1           0.0317333           0.0317279             3.37045
                   2           0.0634665           0.0634239             3.36895
                   3           0.0951998            0.095056             3.36643
                   4            0.126933            0.126592             3.36291
                   5            0.158666            0.158001              3.3584
                   6              0.1904            0.189251             3.35289
                   7            0.222133            0.220311             3.34639
                   8            0.253866            0.251148             3.33891
                   9            0.285599            0.281733             3.33045
                  10            0.317333            0.312033             3.32103
                  11            0.349066             0.34202             3.31065
                  12            0.380799            0.371662             3.29933
                  13            0.412532            0.400931             3.28707
                  14            0.444266            0.429795             3.27388
                  15            0.475999            0.458227             3.25979
                  16            0.507732            0.486197             3.24481
                  17            0.539465            0.513677             3.22894
                  18            0.571199            0.540641             3.21221
                  19            0.602932             0.56706             3.19464
                  20            0.634665            0.592908             3.17623
                  21            0.666398            0.618159             3.15701
                  22            0.698132            0.642788               3.137
                  23            0.729865            0.666769             3.11622
                  24            0.761598            0.690079             3.09469
                  25            0.793331            0.712694             3.07243
                  26            0.825065            0.734592             3.04947
                  27            0.856798             0.75575             3.02582
                  28            0.888531            0.776146             3.00151
                  29            0.920265            0.795762             2.97657
                  30            0.951998            0.814576             2.95102
                  31            0.983731             0.83257             2.92488
                  32             1.01546            0.849725             2.89818
                  33              1.0472            0.866025             2.87096
                  34             1.07893            0.881453             2.84323
                  35             1.11066            0.895994             2.81503
                  36              1.1424            0.909632             2.78637
                  37             1.17413            0.922354              2.7573
                  38             1.20586            0.934148             2.72784
                  39              1.2376            0.945001             2.69803
                  40             1.26933            0.954902             2.66788
                  41             1.30106            0.963842             2.63743
                  42              1.3328            0.971812             2.60672
                  43             1.36453            0.978802             2.57577
                  44             1.39626            0.984808             2.54461
                  45               1.428            0.989821             2.51327
                  46             1.45973            0.993838              2.4818
                  47             1.49146            0.996855             2.45021
                  48              1.5232            0.998867             2.41854
                  49             1.55493            0.999874             2.38682
                  50             1.58666            0.999874             2.35509
                  51              1.6184            0.998867             2.32338
                  52             1.65013            0.996855             2.29171
                  53             1.68186            0.993838             2.26012
                  54              1.7136            0.989821             2.22864
                  55             1.74533            0.984808             2.19731
                  56             1.77706            0.978802             2.16615
                  57              1.8088            0.971812              2.1352
                  58             1.84053            0.963842             2.10448
                  59             1.87226            0.954902             2.07404
                  60               1.904            0.945001             2.04389
                  61             1.93573            0.934148             2.01407
                  62             1.96746            0.922354             1.98461
                  63              1.9992            0.909632             1.95554
                  64             2.03093            0.895994             1.92689
                  65             2.06266            0.881453             1.89869
                  66              2.0944            0.866025             1.87096
                  67             2.12613            0.849725             1.84373
                  68             2.15786             0.83257             1.81704
                  69             2.18959            0.814576              1.7909
                  70             2.22133            0.795762             1.76535
                  71             2.25306            0.776146             1.74041
                  72             2.28479             0.75575              1.7161
                  73             2.31653            0.734592             1.69245
                  74             2.34826            0.712694             1.66948
                  75             2.37999            0.690079             1.64722
                  76             2.41173            0.666769             1.62569
                  77             2.44346            0.642788             1.60491
                  78             2.47519            0.618159             1.58491
                  79             2.50693            0.592908             1.56569
                  80             2.53866             0.56706             1.54728
                  81             2.57039            0.540641              1.5297
                  82             2.60213            0.513677             1.51298
                  83             2.63386            0.486197             1.49711
                  84             2.66559            0.458227             1.48212
                  85             2.69733            0.429795             1.46803
                  86             2.72906            0.400931             1.45485
                  87             2.76079            0.371662             1.44259
                  88             2.79253             0.34202             1.43127
                  89             2.82426            0.312033             1.42089
                  90             2.85599            0.281733             1.41147
                  91             2.88773            0.251148             1.40301
                  92             2.91946            0.220311             1.39553
                  93             2.95119            0.189251             1.38903
                  94             2.98293            0.158001             1.38352
                  95             3.01466            0.126592               1.379
                  96             3.04639            0.095056             1.37549
                  97             3.07813           0.0634239             1.37297
                  98             3.10986           0.0317279             1.37146
                  99             3.14159                   0             1.37096
