            Interval               Theta              Radial            Vertical
                   0                   0                   0             3.15434
                   0                   0                   0             3.15434
                   1           0.0317333           0.0317279             3.15384
                   2           0.0634665           0.0634239             3.15233
                   3           0.0951998            0.095056             3.14981
                   4            0.126933            0.126592             3.14629
                   5            0.158666            0.158001             3.14178
                   6              0.1904            0.189251             3.13627
                   7            0.222133            0.220311             3.12977
                   8            0.253866            0.251148             3.12229
                   9            0.285599            0.281733             3.11383
                  10            0.317333            0.312033             3.10441
                  11            0.349066             0.34202             3.09403
                  12            0.380799            0.371662             3.08271
                  13            0.412532            0.400931             3.07045
                  14            0.444266            0.429795             3.05727
                  15            0.475999            0.458227             3.04317
                  16            0.507732            0.486197             3.02819
                  17            0.539465            0.513677             3.01232
                  18            0.571199            0.540641             2.99559
                  19            0.602932             0.56706             2.97802
                  20            0.634665            0.592908             2.95961
                  21            0.666398            0.618159             2.94039
                  22            0.698132            0.642788             2.92038
                  23            0.729865            0.666769              2.8996
                  24            0.761598            0.690079             2.87807
                  25            0.793331            0.712694             2.85581
                  26            0.825065            0.734592             2.83285
                  27            0.856798             0.75575              2.8092
                  28            0.888531            0.776146             2.78489
                  29            0.920265            0.795762             2.75995
                  30            0.951998            0.814576              2.7344
                  31            0.983731             0.83257             2.70826
                  32             1.01546            0.849725             2.68156
                  33              1.0472            0.866025             2.65434
                  34             1.07893            0.881453             2.62661
                  35             1.11066            0.895994             2.59841
                  36              1.1424            0.909632             2.56975
                  37             1.17413            0.922354             2.54068
                  38             1.20586            0.934148             2.51123
                  39              1.2376            0.945001             2.48141
                  40             1.26933            0.954902             2.45126
                  41             1.30106            0.963842             2.42081
                  42              1.3328            0.971812              2.3901
                  43             1.36453            0.978802             2.35915
                  44             1.39626            0.984808             2.32799
                  45               1.428            0.989821             2.29665
                  46             1.45973            0.993838             2.26518
                  47             1.49146            0.996855             2.23359
                  48              1.5232            0.998867             2.20192
                  49             1.55493            0.999874             2.17021
                  50             1.58666            0.999874             2.13847
                  51              1.6184            0.998867             2.10676
                  52             1.65013            0.996855             2.07509
                  53             1.68186            0.993838              2.0435
                  54              1.7136            0.989821             2.01202
                  55             1.74533            0.984808             1.98069
                  56             1.77706            0.978802             1.94953
                  57              1.8088            0.971812             1.91858
                  58             1.84053            0.963842             1.88787
                  59             1.87226            0.954902             1.85742
                  60               1.904            0.945001             1.82727
                  61             1.93573            0.934148             1.79745
                  62             1.96746            0.922354             1.76799
                  63              1.9992            0.909632             1.73892
                  64             2.03093            0.895994             1.71027
                  65             2.06266            0.881453             1.68207
                  66              2.0944            0.866025             1.65434
                  67             2.12613            0.849725             1.62711
                  68             2.15786             0.83257             1.60042
                  69             2.18959            0.814576             1.57428
                  70             2.22133            0.795762             1.54873
                  71             2.25306            0.776146             1.52379
                  72             2.28479             0.75575             1.49948
                  73             2.31653            0.734592             1.47583
                  74             2.34826            0.712694             1.45286
                  75             2.37999            0.690079             1.43061
                  76             2.41173            0.666769             1.40907
                  77             2.44346            0.642788             1.38829
                  78             2.47519            0.618159             1.36829
                  79             2.50693            0.592908             1.34907
                  80             2.53866             0.56706             1.33066
                  81             2.57039            0.540641             1.31309
                  82             2.60213            0.513677             1.29636
                  83             2.63386            0.486197             1.28049
                  84             2.66559            0.458227              1.2655
                  85             2.69733            0.429795             1.25141
                  86             2.72906            0.400931             1.23823
                  87             2.76079            0.371662             1.22597
                  88             2.79253             0.34202             1.21465
                  89             2.82426            0.312033             1.20427
                  90             2.85599            0.281733             1.19485
                  91             2.88773            0.251148             1.18639
                  92             2.91946            0.220311             1.17891
                  93             2.95119            0.189251             1.17241
                  94             2.98293            0.158001              1.1669
                  95             3.01466            0.126592             1.16238
                  96             3.04639            0.095056             1.15887
                  97             3.07813           0.0634239             1.15635
                  98             3.10986           0.0317279             1.15484
                  99             3.14159                   0             1.15434
