            Interval               Theta              Radial            Vertical
                   0                   0                   0             1.77542
                   0                   0                   0             1.77542
                   1           0.0317333           0.0317279             1.77492
                   2           0.0634665           0.0634239             1.77341
                   3           0.0951998            0.095056             1.77089
                   4            0.126933            0.126592             1.76737
                   5            0.158666            0.158001             1.76286
                   6              0.1904            0.189251             1.75735
                   7            0.222133            0.220311             1.75085
                   8            0.253866            0.251148             1.74337
                   9            0.285599            0.281733             1.73491
                  10            0.317333            0.312033             1.72549
                  11            0.349066             0.34202             1.71511
                  12            0.380799            0.371662             1.70379
                  13            0.412532            0.400931             1.69153
                  14            0.444266            0.429795             1.67835
                  15            0.475999            0.458227             1.66425
                  16            0.507732            0.486197             1.64927
                  17            0.539465            0.513677              1.6334
                  18            0.571199            0.540641             1.61667
                  19            0.602932             0.56706              1.5991
                  20            0.634665            0.592908             1.58069
                  21            0.666398            0.618159             1.56147
                  22            0.698132            0.642788             1.54146
                  23            0.729865            0.666769             1.52068
                  24            0.761598            0.690079             1.49915
                  25            0.793331            0.712694             1.47689
                  26            0.825065            0.734592             1.45393
                  27            0.856798             0.75575             1.43028
                  28            0.888531            0.776146             1.40597
                  29            0.920265            0.795762             1.38103
                  30            0.951998            0.814576             1.35548
                  31            0.983731             0.83257             1.32934
                  32             1.01546            0.849725             1.30264
                  33              1.0472            0.866025             1.27542
                  34             1.07893            0.881453             1.24769
                  35             1.11066            0.895994             1.21949
                  36              1.1424            0.909632             1.19083
                  37             1.17413            0.922354             1.16176
                  38             1.20586            0.934148             1.13231
                  39              1.2376            0.945001             1.10249
                  40             1.26933            0.954902             1.07234
                  41             1.30106            0.963842             1.04189
                  42              1.3328            0.971812             1.01118
                  43             1.36453            0.978802            0.980226
                  44             1.39626            0.984808            0.949067
                  45               1.428            0.989821            0.917734
                  46             1.45973            0.993838            0.886257
                  47             1.49146            0.996855            0.854669
                  48              1.5232            0.998867            0.823001
                  49             1.55493            0.999874            0.791285
                  50             1.58666            0.999874            0.759553
                  51              1.6184            0.998867            0.727837
                  52             1.65013            0.996855            0.696169
                  53             1.68186            0.993838            0.664581
                  54              1.7136            0.989821            0.633104
                  55             1.74533            0.984808            0.601771
                  56             1.77706            0.978802            0.570612
                  57              1.8088            0.971812             0.53966
                  58             1.84053            0.963842            0.508945
                  59             1.87226            0.954902            0.478499
                  60               1.904            0.945001            0.448351
                  61             1.93573            0.934148            0.418533
                  62             1.96746            0.922354            0.389074
                  63              1.9992            0.909632            0.360004
                  64             2.03093            0.895994            0.331352
                  65             2.06266            0.881453            0.303148
                  66              2.0944            0.866025            0.275419
                  67             2.12613            0.849725            0.248194
                  68             2.15786             0.83257            0.221499
                  69             2.18959            0.814576            0.195362
                  70             2.22133            0.795762            0.169809
                  71             2.25306            0.776146            0.144866
                  72             2.28479             0.75575            0.120558
                  73             2.31653            0.734592           0.0969097
                  74             2.34826            0.712694           0.0739442
                  75             2.37999            0.690079           0.0516851
                  76             2.41173            0.666769           0.0301547
                  77             2.44346            0.642788          0.00937466
                  78             2.47519            0.618159           -0.010634
                  79             2.50693            0.592908          -0.0298512
                  80             2.53866             0.56706          -0.0482575
                  81             2.57039            0.540641          -0.0658344
                  82             2.60213            0.513677          -0.0825643
                  83             2.63386            0.486197          -0.0984303
                  84             2.66559            0.458227           -0.113416
                  85             2.69733            0.429795           -0.127507
                  86             2.72906            0.400931           -0.140689
                  87             2.76079            0.371662           -0.152949
                  88             2.79253             0.34202           -0.164274
                  89             2.82426            0.312033           -0.174652
                  90             2.85599            0.281733           -0.184074
                  91             2.88773            0.251148            -0.19253
                  92             2.91946            0.220311           -0.200011
                  93             2.95119            0.189251            -0.20651
                  94             2.98293            0.158001            -0.21202
                  95             3.01466            0.126592           -0.216536
                  96             3.04639            0.095056           -0.220053
                  97             3.07813           0.0634239           -0.222568
                  98             3.10986           0.0317279           -0.224077
                  99             3.14159                   0           -0.224581
