            Interval               Theta              Radial            Vertical
                   0                   0                   0             2.96378
                   0                   0                   0             2.96378
                   1           0.0317333           0.0317279             2.96327
                   2           0.0634665           0.0634239             2.96176
                   3           0.0951998            0.095056             2.95925
                   4            0.126933            0.126592             2.95573
                   5            0.158666            0.158001             2.95122
                   6              0.1904            0.189251             2.94571
                   7            0.222133            0.220311             2.93921
                   8            0.253866            0.251148             2.93173
                   9            0.285599            0.281733             2.92327
                  10            0.317333            0.312033             2.91385
                  11            0.349066             0.34202             2.90347
                  12            0.380799            0.371662             2.89214
                  13            0.412532            0.400931             2.87988
                  14            0.444266            0.429795              2.8667
                  15            0.475999            0.458227             2.85261
                  16            0.507732            0.486197             2.83763
                  17            0.539465            0.513677             2.82176
                  18            0.571199            0.540641             2.80503
                  19            0.602932             0.56706             2.78745
                  20            0.634665            0.592908             2.76905
                  21            0.666398            0.618159             2.74983
                  22            0.698132            0.642788             2.72982
                  23            0.729865            0.666769             2.70904
                  24            0.761598            0.690079             2.68751
                  25            0.793331            0.712694             2.66525
                  26            0.825065            0.734592             2.64229
                  27            0.856798             0.75575             2.61864
                  28            0.888531            0.776146             2.59433
                  29            0.920265            0.795762             2.56939
                  30            0.951998            0.814576             2.54383
                  31            0.983731             0.83257              2.5177
                  32             1.01546            0.849725               2.491
                  33              1.0472            0.866025             2.46378
                  34             1.07893            0.881453             2.43605
                  35             1.11066            0.895994             2.40784
                  36              1.1424            0.909632             2.37919
                  37             1.17413            0.922354             2.35012
                  38             1.20586            0.934148             2.32066
                  39              1.2376            0.945001             2.29084
                  40             1.26933            0.954902              2.2607
                  41             1.30106            0.963842             2.23025
                  42              1.3328            0.971812             2.19954
                  43             1.36453            0.978802             2.16858
                  44             1.39626            0.984808             2.13742
                  45               1.428            0.989821             2.10609
                  46             1.45973            0.993838             2.07461
                  47             1.49146            0.996855             2.04303
                  48              1.5232            0.998867             2.01136
                  49             1.55493            0.999874             1.97964
                  50             1.58666            0.999874             1.94791
                  51              1.6184            0.998867             1.91619
                  52             1.65013            0.996855             1.88453
                  53             1.68186            0.993838             1.85294
                  54              1.7136            0.989821             1.82146
                  55             1.74533            0.984808             1.79013
                  56             1.77706            0.978802             1.75897
                  57              1.8088            0.971812             1.72802
                  58             1.84053            0.963842              1.6973
                  59             1.87226            0.954902             1.66686
                  60               1.904            0.945001             1.63671
                  61             1.93573            0.934148             1.60689
                  62             1.96746            0.922354             1.57743
                  63              1.9992            0.909632             1.54836
                  64             2.03093            0.895994             1.51971
                  65             2.06266            0.881453             1.49151
                  66              2.0944            0.866025             1.46378
                  67             2.12613            0.849725             1.43655
                  68             2.15786             0.83257             1.40986
                  69             2.18959            0.814576             1.38372
                  70             2.22133            0.795762             1.35817
                  71             2.25306            0.776146             1.33322
                  72             2.28479             0.75575             1.30892
                  73             2.31653            0.734592             1.28527
                  74             2.34826            0.712694              1.2623
                  75             2.37999            0.690079             1.24004
                  76             2.41173            0.666769             1.21851
                  77             2.44346            0.642788             1.19773
                  78             2.47519            0.618159             1.17772
                  79             2.50693            0.592908             1.15851
                  80             2.53866             0.56706              1.1401
                  81             2.57039            0.540641             1.12252
                  82             2.60213            0.513677             1.10579
                  83             2.63386            0.486197             1.08993
                  84             2.66559            0.458227             1.07494
                  85             2.69733            0.429795             1.06085
                  86             2.72906            0.400931             1.04767
                  87             2.76079            0.371662             1.03541
                  88             2.79253             0.34202             1.02408
                  89             2.82426            0.312033             1.01371
                  90             2.85599            0.281733             1.00428
                  91             2.88773            0.251148            0.995828
                  92             2.91946            0.220311            0.988347
                  93             2.95119            0.189251            0.981848
                  94             2.98293            0.158001            0.976338
                  95             3.01466            0.126592            0.971822
                  96             3.04639            0.095056            0.968305
                  97             3.07813           0.0634239             0.96579
                  98             3.10986           0.0317279             0.96428
                  99             3.14159                   0            0.963776
