            Interval               Theta              Radial            Vertical
                   0                   0                   0            -1.91157
                   0                   0                   0            -1.91157
                   1           0.0317333           0.0317279            -1.91207
                   2           0.0634665           0.0634239            -1.91358
                   3           0.0951998            0.095056             -1.9161
                   4            0.126933            0.126592            -1.91961
                   5            0.158666            0.158001            -1.92413
                   6              0.1904            0.189251            -1.92964
                   7            0.222133            0.220311            -1.93614
                   8            0.253866            0.251148            -1.94362
                   9            0.285599            0.281733            -1.95208
                  10            0.317333            0.312033             -1.9615
                  11            0.349066             0.34202            -1.97188
                  12            0.380799            0.371662             -1.9832
                  13            0.412532            0.400931            -1.99546
                  14            0.444266            0.429795            -2.00864
                  15            0.475999            0.458227            -2.02273
                  16            0.507732            0.486197            -2.03772
                  17            0.539465            0.513677            -2.05358
                  18            0.571199            0.540641            -2.07031
                  19            0.602932             0.56706            -2.08789
                  20            0.634665            0.592908             -2.1063
                  21            0.666398            0.618159            -2.12552
                  22            0.698132            0.642788            -2.14552
                  23            0.729865            0.666769             -2.1663
                  24            0.761598            0.690079            -2.18783
                  25            0.793331            0.712694            -2.21009
                  26            0.825065            0.734592            -2.23306
                  27            0.856798             0.75575            -2.25671
                  28            0.888531            0.776146            -2.28102
                  29            0.920265            0.795762            -2.30596
                  30            0.951998            0.814576            -2.33151
                  31            0.983731             0.83257            -2.35765
                  32             1.01546            0.849725            -2.38434
                  33              1.0472            0.866025            -2.41157
                  34             1.07893            0.881453             -2.4393
                  35             1.11066            0.895994             -2.4675
                  36              1.1424            0.909632            -2.49615
                  37             1.17413            0.922354            -2.52522
                  38             1.20586            0.934148            -2.55468
                  39              1.2376            0.945001             -2.5845
                  40             1.26933            0.954902            -2.61465
                  41             1.30106            0.963842            -2.64509
                  42              1.3328            0.971812            -2.67581
                  43             1.36453            0.978802            -2.70676
                  44             1.39626            0.984808            -2.73792
                  45               1.428            0.989821            -2.76925
                  46             1.45973            0.993838            -2.80073
                  47             1.49146            0.996855            -2.83232
                  48              1.5232            0.998867            -2.86399
                  49             1.55493            0.999874             -2.8957
                  50             1.58666            0.999874            -2.92743
                  51              1.6184            0.998867            -2.95915
                  52             1.65013            0.996855            -2.99082
                  53             1.68186            0.993838            -3.02241
                  54              1.7136            0.989821            -3.05388
                  55             1.74533            0.984808            -3.08522
                  56             1.77706            0.978802            -3.11637
                  57              1.8088            0.971812            -3.14733
                  58             1.84053            0.963842            -3.17804
                  59             1.87226            0.954902            -3.20849
                  60               1.904            0.945001            -3.23864
                  61             1.93573            0.934148            -3.26845
                  62             1.96746            0.922354            -3.29791
                  63              1.9992            0.909632            -3.32698
                  64             2.03093            0.895994            -3.35563
                  65             2.06266            0.881453            -3.38384
                  66              2.0944            0.866025            -3.41157
                  67             2.12613            0.849725            -3.43879
                  68             2.15786             0.83257            -3.46549
                  69             2.18959            0.814576            -3.49163
                  70             2.22133            0.795762            -3.51718
                  71             2.25306            0.776146            -3.54212
                  72             2.28479             0.75575            -3.56643
                  73             2.31653            0.734592            -3.59008
                  74             2.34826            0.712694            -3.61304
                  75             2.37999            0.690079             -3.6353
                  76             2.41173            0.666769            -3.65683
                  77             2.44346            0.642788            -3.67761
                  78             2.47519            0.618159            -3.69762
                  79             2.50693            0.592908            -3.71684
                  80             2.53866             0.56706            -3.73524
                  81             2.57039            0.540641            -3.75282
                  82             2.60213            0.513677            -3.76955
                  83             2.63386            0.486197            -3.78542
                  84             2.66559            0.458227             -3.8004
                  85             2.69733            0.429795            -3.81449
                  86             2.72906            0.400931            -3.82768
                  87             2.76079            0.371662            -3.83994
                  88             2.79253             0.34202            -3.85126
                  89             2.82426            0.312033            -3.86164
                  90             2.85599            0.281733            -3.87106
                  91             2.88773            0.251148            -3.87952
                  92             2.91946            0.220311              -3.887
                  93             2.95119            0.189251             -3.8935
                  94             2.98293            0.158001            -3.89901
                  95             3.01466            0.126592            -3.90352
                  96             3.04639            0.095056            -3.90704
                  97             3.07813           0.0634239            -3.90955
                  98             3.10986           0.0317279            -3.91106
                  99             3.14159                   0            -3.91157
