            Interval               Theta              Radial            Vertical
                   0                   0                   0            -3.13516
                   0                   0                   0            -3.13516
                   1           0.0317333           0.0317279            -3.13566
                   2           0.0634665           0.0634239            -3.13717
                   3           0.0951998            0.095056            -3.13968
                   4            0.126933            0.126592             -3.1432
                   5            0.158666            0.158001            -3.14772
                   6              0.1904            0.189251            -3.15323
                   7            0.222133            0.220311            -3.15973
                   8            0.253866            0.251148            -3.16721
                   9            0.285599            0.281733            -3.17566
                  10            0.317333            0.312033            -3.18509
                  11            0.349066             0.34202            -3.19546
                  12            0.380799            0.371662            -3.20679
                  13            0.412532            0.400931            -3.21905
                  14            0.444266            0.429795            -3.23223
                  15            0.475999            0.458227            -3.24632
                  16            0.507732            0.486197            -3.26131
                  17            0.539465            0.513677            -3.27717
                  18            0.571199            0.540641             -3.2939
                  19            0.602932             0.56706            -3.31148
                  20            0.634665            0.592908            -3.32989
                  21            0.666398            0.618159             -3.3491
                  22            0.698132            0.642788            -3.36911
                  23            0.729865            0.666769            -3.38989
                  24            0.761598            0.690079            -3.41142
                  25            0.793331            0.712694            -3.43368
                  26            0.825065            0.734592            -3.45665
                  27            0.856798             0.75575             -3.4803
                  28            0.888531            0.776146             -3.5046
                  29            0.920265            0.795762            -3.52955
                  30            0.951998            0.814576             -3.5551
                  31            0.983731             0.83257            -3.58124
                  32             1.01546            0.849725            -3.60793
                  33              1.0472            0.866025            -3.63516
                  34             1.07893            0.881453            -3.66289
                  35             1.11066            0.895994            -3.69109
                  36              1.1424            0.909632            -3.71974
                  37             1.17413            0.922354            -3.74881
                  38             1.20586            0.934148            -3.77827
                  39              1.2376            0.945001            -3.80809
                  40             1.26933            0.954902            -3.83824
                  41             1.30106            0.963842            -3.86868
                  42              1.3328            0.971812             -3.8994
                  43             1.36453            0.978802            -3.93035
                  44             1.39626            0.984808            -3.96151
                  45               1.428            0.989821            -3.99284
                  46             1.45973            0.993838            -4.02432
                  47             1.49146            0.996855            -4.05591
                  48              1.5232            0.998867            -4.08757
                  49             1.55493            0.999874            -4.11929
                  50             1.58666            0.999874            -4.15102
                  51              1.6184            0.998867            -4.18274
                  52             1.65013            0.996855            -4.21441
                  53             1.68186            0.993838            -4.24599
                  54              1.7136            0.989821            -4.27747
                  55             1.74533            0.984808             -4.3088
                  56             1.77706            0.978802            -4.33996
                  57              1.8088            0.971812            -4.37092
                  58             1.84053            0.963842            -4.40163
                  59             1.87226            0.954902            -4.43208
                  60               1.904            0.945001            -4.46222
                  61             1.93573            0.934148            -4.49204
                  62             1.96746            0.922354             -4.5215
                  63              1.9992            0.909632            -4.55057
                  64             2.03093            0.895994            -4.57922
                  65             2.06266            0.881453            -4.60743
                  66              2.0944            0.866025            -4.63516
                  67             2.12613            0.849725            -4.66238
                  68             2.15786             0.83257            -4.68908
                  69             2.18959            0.814576            -4.71521
                  70             2.22133            0.795762            -4.74077
                  71             2.25306            0.776146            -4.76571
                  72             2.28479             0.75575            -4.79002
                  73             2.31653            0.734592            -4.81367
                  74             2.34826            0.712694            -4.83663
                  75             2.37999            0.690079            -4.85889
                  76             2.41173            0.666769            -4.88042
                  77             2.44346            0.642788             -4.9012
                  78             2.47519            0.618159            -4.92121
                  79             2.50693            0.592908            -4.94043
                  80             2.53866             0.56706            -4.95883
                  81             2.57039            0.540641            -4.97641
                  82             2.60213            0.513677            -4.99314
                  83             2.63386            0.486197            -5.00901
                  84             2.66559            0.458227            -5.02399
                  85             2.69733            0.429795            -5.03808
                  86             2.72906            0.400931            -5.05127
                  87             2.76079            0.371662            -5.06352
                  88             2.79253             0.34202            -5.07485
                  89             2.82426            0.312033            -5.08523
                  90             2.85599            0.281733            -5.09465
                  91             2.88773            0.251148            -5.10311
                  92             2.91946            0.220311            -5.11059
                  93             2.95119            0.189251            -5.11709
                  94             2.98293            0.158001             -5.1226
                  95             3.01466            0.126592            -5.12711
                  96             3.04639            0.095056            -5.13063
                  97             3.07813           0.0634239            -5.13314
                  98             3.10986           0.0317279            -5.13465
                  99             3.14159                   0            -5.13516
