            Interval               Theta              Radial            Vertical
                   0                   0                   0            -0.73104
                   0                   0                   0            -0.73104
                   1           0.0317333           0.0317279           -0.731544
                   2           0.0634665           0.0634239           -0.733054
                   3           0.0951998            0.095056           -0.735568
                   4            0.126933            0.126592           -0.739085
                   5            0.158666            0.158001           -0.743601
                   6              0.1904            0.189251           -0.749111
                   7            0.222133            0.220311            -0.75561
                   8            0.253866            0.251148           -0.763091
                   9            0.285599            0.281733           -0.771547
                  10            0.317333            0.312033           -0.780969
                  11            0.349066             0.34202           -0.791348
                  12            0.380799            0.371662           -0.802672
                  13            0.412532            0.400931           -0.814932
                  14            0.444266            0.429795           -0.828114
                  15            0.475999            0.458227           -0.842205
                  16            0.507732            0.486197           -0.857191
                  17            0.539465            0.513677           -0.873057
                  18            0.571199            0.540641           -0.889787
                  19            0.602932             0.56706           -0.907364
                  20            0.634665            0.592908            -0.92577
                  21            0.666398            0.618159           -0.944987
                  22            0.698132            0.642788           -0.964996
                  23            0.729865            0.666769           -0.985776
                  24            0.761598            0.690079            -1.00731
                  25            0.793331            0.712694            -1.02957
                  26            0.825065            0.734592            -1.05253
                  27            0.856798             0.75575            -1.07618
                  28            0.888531            0.776146            -1.10049
                  29            0.920265            0.795762            -1.12543
                  30            0.951998            0.814576            -1.15098
                  31            0.983731             0.83257            -1.17712
                  32             1.01546            0.849725            -1.20381
                  33              1.0472            0.866025            -1.23104
                  34             1.07893            0.881453            -1.25877
                  35             1.11066            0.895994            -1.28697
                  36              1.1424            0.909632            -1.31563
                  37             1.17413            0.922354             -1.3447
                  38             1.20586            0.934148            -1.37415
                  39              1.2376            0.945001            -1.40397
                  40             1.26933            0.954902            -1.43412
                  41             1.30106            0.963842            -1.46457
                  42              1.3328            0.971812            -1.49528
                  43             1.36453            0.978802            -1.52623
                  44             1.39626            0.984808            -1.55739
                  45               1.428            0.989821            -1.58873
                  46             1.45973            0.993838             -1.6202
                  47             1.49146            0.996855            -1.65179
                  48              1.5232            0.998867            -1.68346
                  49             1.55493            0.999874            -1.71517
                  50             1.58666            0.999874            -1.74691
                  51              1.6184            0.998867            -1.77862
                  52             1.65013            0.996855            -1.81029
                  53             1.68186            0.993838            -1.84188
                  54              1.7136            0.989821            -1.87336
                  55             1.74533            0.984808            -1.90469
                  56             1.77706            0.978802            -1.93585
                  57              1.8088            0.971812             -1.9668
                  58             1.84053            0.963842            -1.99751
                  59             1.87226            0.954902            -2.02796
                  60               1.904            0.945001            -2.05811
                  61             1.93573            0.934148            -2.08793
                  62             1.96746            0.922354            -2.11739
                  63              1.9992            0.909632            -2.14646
                  64             2.03093            0.895994            -2.17511
                  65             2.06266            0.881453            -2.20331
                  66              2.0944            0.866025            -2.23104
                  67             2.12613            0.849725            -2.25827
                  68             2.15786             0.83257            -2.28496
                  69             2.18959            0.814576             -2.3111
                  70             2.22133            0.795762            -2.33665
                  71             2.25306            0.776146            -2.36159
                  72             2.28479             0.75575             -2.3859
                  73             2.31653            0.734592            -2.40955
                  74             2.34826            0.712694            -2.43252
                  75             2.37999            0.690079            -2.45477
                  76             2.41173            0.666769             -2.4763
                  77             2.44346            0.642788            -2.49708
                  78             2.47519            0.618159            -2.51709
                  79             2.50693            0.592908            -2.53631
                  80             2.53866             0.56706            -2.55472
                  81             2.57039            0.540641            -2.57229
                  82             2.60213            0.513677            -2.58902
                  83             2.63386            0.486197            -2.60489
                  84             2.66559            0.458227            -2.61988
                  85             2.69733            0.429795            -2.63397
                  86             2.72906            0.400931            -2.64715
                  87             2.76079            0.371662            -2.65941
                  88             2.79253             0.34202            -2.67073
                  89             2.82426            0.312033            -2.68111
                  90             2.85599            0.281733            -2.69053
                  91             2.88773            0.251148            -2.69899
                  92             2.91946            0.220311            -2.70647
                  93             2.95119            0.189251            -2.71297
                  94             2.98293            0.158001            -2.71848
                  95             3.01466            0.126592              -2.723
                  96             3.04639            0.095056            -2.72651
                  97             3.07813           0.0634239            -2.72903
                  98             3.10986           0.0317279            -2.73054
                  99             3.14159                   0            -2.73104
