            Interval               Theta              Radial            Vertical
                   0                   0                   0             2.95637
                   0                   0                   0             2.95637
                   1           0.0317333           0.0317279             2.95586
                   2           0.0634665           0.0634239             2.95436
                   3           0.0951998            0.095056             2.95184
                   4            0.126933            0.126592             2.94832
                   5            0.158666            0.158001             2.94381
                   6              0.1904            0.189251              2.9383
                   7            0.222133            0.220311              2.9318
                   8            0.253866            0.251148             2.92432
                   9            0.285599            0.281733             2.91586
                  10            0.317333            0.312033             2.90644
                  11            0.349066             0.34202             2.89606
                  12            0.380799            0.371662             2.88474
                  13            0.412532            0.400931             2.87248
                  14            0.444266            0.429795             2.85929
                  15            0.475999            0.458227              2.8452
                  16            0.507732            0.486197             2.83022
                  17            0.539465            0.513677             2.81435
                  18            0.571199            0.540641             2.79762
                  19            0.602932             0.56706             2.78004
                  20            0.634665            0.592908             2.76164
                  21            0.666398            0.618159             2.74242
                  22            0.698132            0.642788             2.72241
                  23            0.729865            0.666769             2.70163
                  24            0.761598            0.690079              2.6801
                  25            0.793331            0.712694             2.65784
                  26            0.825065            0.734592             2.63488
                  27            0.856798             0.75575             2.61123
                  28            0.888531            0.776146             2.58692
                  29            0.920265            0.795762             2.56198
                  30            0.951998            0.814576             2.53643
                  31            0.983731             0.83257             2.51029
                  32             1.01546            0.849725             2.48359
                  33              1.0472            0.866025             2.45637
                  34             1.07893            0.881453             2.42864
                  35             1.11066            0.895994             2.40043
                  36              1.1424            0.909632             2.37178
                  37             1.17413            0.922354             2.34271
                  38             1.20586            0.934148             2.31325
                  39              1.2376            0.945001             2.28344
                  40             1.26933            0.954902             2.25329
                  41             1.30106            0.963842             2.22284
                  42              1.3328            0.971812             2.19213
                  43             1.36453            0.978802             2.16118
                  44             1.39626            0.984808             2.13002
                  45               1.428            0.989821             2.09868
                  46             1.45973            0.993838             2.06721
                  47             1.49146            0.996855             2.03562
                  48              1.5232            0.998867             2.00395
                  49             1.55493            0.999874             1.97223
                  50             1.58666            0.999874              1.9405
                  51              1.6184            0.998867             1.90879
                  52             1.65013            0.996855             1.87712
                  53             1.68186            0.993838             1.84553
                  54              1.7136            0.989821             1.81405
                  55             1.74533            0.984808             1.78272
                  56             1.77706            0.978802             1.75156
                  57              1.8088            0.971812             1.72061
                  58             1.84053            0.963842             1.68989
                  59             1.87226            0.954902             1.65945
                  60               1.904            0.945001              1.6293
                  61             1.93573            0.934148             1.59948
                  62             1.96746            0.922354             1.57002
                  63              1.9992            0.909632             1.54095
                  64             2.03093            0.895994              1.5123
                  65             2.06266            0.881453              1.4841
                  66              2.0944            0.866025             1.45637
                  67             2.12613            0.849725             1.42914
                  68             2.15786             0.83257             1.40245
                  69             2.18959            0.814576             1.37631
                  70             2.22133            0.795762             1.35076
                  71             2.25306            0.776146             1.32582
                  72             2.28479             0.75575             1.30151
                  73             2.31653            0.734592             1.27786
                  74             2.34826            0.712694             1.25489
                  75             2.37999            0.690079             1.23263
                  76             2.41173            0.666769              1.2111
                  77             2.44346            0.642788             1.19032
                  78             2.47519            0.618159             1.17032
                  79             2.50693            0.592908              1.1511
                  80             2.53866             0.56706             1.13269
                  81             2.57039            0.540641             1.11511
                  82             2.60213            0.513677             1.09838
                  83             2.63386            0.486197             1.08252
                  84             2.66559            0.458227             1.06753
                  85             2.69733            0.429795             1.05344
                  86             2.72906            0.400931             1.04026
                  87             2.76079            0.371662               1.028
                  88             2.79253             0.34202             1.01668
                  89             2.82426            0.312033              1.0063
                  90             2.85599            0.281733            0.996875
                  91             2.88773            0.251148             0.98842
                  92             2.91946            0.220311            0.980939
                  93             2.95119            0.189251             0.97444
                  94             2.98293            0.158001            0.968929
                  95             3.01466            0.126592            0.964414
                  96             3.04639            0.095056            0.960896
                  97             3.07813           0.0634239            0.958382
                  98             3.10986           0.0317279            0.956872
                  99             3.14159                   0            0.956368
