            Interval               Theta              Radial            Vertical
                   0                   0                   0             2.97797
                   0                   0                   0             2.97797
                   1           0.0317333           0.0317279             2.97747
                   2           0.0634665           0.0634239             2.97596
                   3           0.0951998            0.095056             2.97344
                   4            0.126933            0.126592             2.96992
                   5            0.158666            0.158001             2.96541
                   6              0.1904            0.189251              2.9599
                   7            0.222133            0.220311              2.9534
                   8            0.253866            0.251148             2.94592
                   9            0.285599            0.281733             2.93746
                  10            0.317333            0.312033             2.92804
                  11            0.349066             0.34202             2.91766
                  12            0.380799            0.371662             2.90634
                  13            0.412532            0.400931             2.89408
                  14            0.444266            0.429795              2.8809
                  15            0.475999            0.458227              2.8668
                  16            0.507732            0.486197             2.85182
                  17            0.539465            0.513677             2.83595
                  18            0.571199            0.540641             2.81922
                  19            0.602932             0.56706             2.80165
                  20            0.634665            0.592908             2.78324
                  21            0.666398            0.618159             2.76402
                  22            0.698132            0.642788             2.74401
                  23            0.729865            0.666769             2.72323
                  24            0.761598            0.690079              2.7017
                  25            0.793331            0.712694             2.67944
                  26            0.825065            0.734592             2.65648
                  27            0.856798             0.75575             2.63283
                  28            0.888531            0.776146             2.60852
                  29            0.920265            0.795762             2.58358
                  30            0.951998            0.814576             2.55803
                  31            0.983731             0.83257             2.53189
                  32             1.01546            0.849725             2.50519
                  33              1.0472            0.866025             2.47797
                  34             1.07893            0.881453             2.45024
                  35             1.11066            0.895994             2.42204
                  36              1.1424            0.909632             2.39338
                  37             1.17413            0.922354             2.36431
                  38             1.20586            0.934148             2.33486
                  39              1.2376            0.945001             2.30504
                  40             1.26933            0.954902             2.27489
                  41             1.30106            0.963842             2.24444
                  42              1.3328            0.971812             2.21373
                  43             1.36453            0.978802             2.18278
                  44             1.39626            0.984808             2.15162
                  45               1.428            0.989821             2.12028
                  46             1.45973            0.993838             2.08881
                  47             1.49146            0.996855             2.05722
                  48              1.5232            0.998867             2.02555
                  49             1.55493            0.999874             1.99384
                  50             1.58666            0.999874              1.9621
                  51              1.6184            0.998867             1.93039
                  52             1.65013            0.996855             1.89872
                  53             1.68186            0.993838             1.86713
                  54              1.7136            0.989821             1.83565
                  55             1.74533            0.984808             1.80432
                  56             1.77706            0.978802             1.77316
                  57              1.8088            0.971812             1.74221
                  58             1.84053            0.963842              1.7115
                  59             1.87226            0.954902             1.68105
                  60               1.904            0.945001              1.6509
                  61             1.93573            0.934148             1.62108
                  62             1.96746            0.922354             1.59162
                  63              1.9992            0.909632             1.56255
                  64             2.03093            0.895994              1.5339
                  65             2.06266            0.881453              1.5057
                  66              2.0944            0.866025             1.47797
                  67             2.12613            0.849725             1.45074
                  68             2.15786             0.83257             1.42405
                  69             2.18959            0.814576             1.39791
                  70             2.22133            0.795762             1.37236
                  71             2.25306            0.776146             1.34742
                  72             2.28479             0.75575             1.32311
                  73             2.31653            0.734592             1.29946
                  74             2.34826            0.712694             1.27649
                  75             2.37999            0.690079             1.25424
                  76             2.41173            0.666769              1.2327
                  77             2.44346            0.642788             1.21192
                  78             2.47519            0.618159             1.19192
                  79             2.50693            0.592908              1.1727
                  80             2.53866             0.56706             1.15429
                  81             2.57039            0.540641             1.13672
                  82             2.60213            0.513677             1.11999
                  83             2.63386            0.486197             1.10412
                  84             2.66559            0.458227             1.08913
                  85             2.69733            0.429795             1.07504
                  86             2.72906            0.400931             1.06186
                  87             2.76079            0.371662              1.0496
                  88             2.79253             0.34202             1.03828
                  89             2.82426            0.312033              1.0279
                  90             2.85599            0.281733             1.01848
                  91             2.88773            0.251148             1.01002
                  92             2.91946            0.220311             1.00254
                  93             2.95119            0.189251            0.996041
                  94             2.98293            0.158001             0.99053
                  95             3.01466            0.126592            0.986014
                  96             3.04639            0.095056            0.982497
                  97             3.07813           0.0634239            0.979983
                  98             3.10986           0.0317279            0.978473
                  99             3.14159                   0            0.977969
