            Interval               Theta              Radial            Vertical
                   0                   0                   0             1.59961
                   0                   0                   0             1.59961
                   1           0.0317333           0.0317279              1.5991
                   2           0.0634665           0.0634239             1.59759
                   3           0.0951998            0.095056             1.59508
                   4            0.126933            0.126592             1.59156
                   5            0.158666            0.158001             1.58704
                   6              0.1904            0.189251             1.58153
                   7            0.222133            0.220311             1.57504
                   8            0.253866            0.251148             1.56755
                   9            0.285599            0.281733              1.5591
                  10            0.317333            0.312033             1.54968
                  11            0.349066             0.34202              1.5393
                  12            0.380799            0.371662             1.52797
                  13            0.412532            0.400931             1.51571
                  14            0.444266            0.429795             1.50253
                  15            0.475999            0.458227             1.48844
                  16            0.507732            0.486197             1.47346
                  17            0.539465            0.513677             1.45759
                  18            0.571199            0.540641             1.44086
                  19            0.602932             0.56706             1.42328
                  20            0.634665            0.592908             1.40488
                  21            0.666398            0.618159             1.38566
                  22            0.698132            0.642788             1.36565
                  23            0.729865            0.666769             1.34487
                  24            0.761598            0.690079             1.32334
                  25            0.793331            0.712694             1.30108
                  26            0.825065            0.734592             1.27812
                  27            0.856798             0.75575             1.25447
                  28            0.888531            0.776146             1.23016
                  29            0.920265            0.795762             1.20522
                  30            0.951998            0.814576             1.17966
                  31            0.983731             0.83257             1.15353
                  32             1.01546            0.849725             1.12683
                  33              1.0472            0.866025             1.09961
                  34             1.07893            0.881453             1.07188
                  35             1.11066            0.895994             1.04367
                  36              1.1424            0.909632             1.01502
                  37             1.17413            0.922354            0.985951
                  38             1.20586            0.934148            0.956492
                  39              1.2376            0.945001            0.926674
                  40             1.26933            0.954902            0.896526
                  41             1.30106            0.963842             0.86608
                  42              1.3328            0.971812            0.835365
                  43             1.36453            0.978802            0.804413
                  44             1.39626            0.984808            0.773254
                  45               1.428            0.989821            0.741921
                  46             1.45973            0.993838            0.710444
                  47             1.49146            0.996855            0.678856
                  48              1.5232            0.998867            0.647188
                  49             1.55493            0.999874            0.615472
                  50             1.58666            0.999874             0.58374
                  51              1.6184            0.998867            0.552024
                  52             1.65013            0.996855            0.520356
                  53             1.68186            0.993838            0.488768
                  54              1.7136            0.989821            0.457291
                  55             1.74533            0.984808            0.425958
                  56             1.77706            0.978802            0.394799
                  57              1.8088            0.971812            0.363847
                  58             1.84053            0.963842            0.333132
                  59             1.87226            0.954902            0.302686
                  60               1.904            0.945001            0.272538
                  61             1.93573            0.934148             0.24272
                  62             1.96746            0.922354            0.213261
                  63              1.9992            0.909632            0.184191
                  64             2.03093            0.895994            0.155539
                  65             2.06266            0.881453            0.127335
                  66              2.0944            0.866025           0.0996059
                  67             2.12613            0.849725           0.0723804
                  68             2.15786             0.83257           0.0456858
                  69             2.18959            0.814576            0.019549
                  70             2.22133            0.795762         -0.00600381
                  71             2.25306            0.776146          -0.0309468
                  72             2.28479             0.75575          -0.0552549
                  73             2.31653            0.734592          -0.0789035
                  74             2.34826            0.712694           -0.101869
                  75             2.37999            0.690079           -0.124128
                  76             2.41173            0.666769           -0.145659
                  77             2.44346            0.642788           -0.166439
                  78             2.47519            0.618159           -0.186447
                  79             2.50693            0.592908           -0.205664
                  80             2.53866             0.56706           -0.224071
                  81             2.57039            0.540641           -0.241648
                  82             2.60213            0.513677           -0.258378
                  83             2.63386            0.486197           -0.274243
                  84             2.66559            0.458227            -0.28923
                  85             2.69733            0.429795           -0.303321
                  86             2.72906            0.400931           -0.316503
                  87             2.76079            0.371662           -0.328762
                  88             2.79253             0.34202           -0.340087
                  89             2.82426            0.312033           -0.350465
                  90             2.85599            0.281733           -0.359887
                  91             2.88773            0.251148           -0.368343
                  92             2.91946            0.220311           -0.375824
                  93             2.95119            0.189251           -0.382323
                  94             2.98293            0.158001           -0.387833
                  95             3.01466            0.126592           -0.392349
                  96             3.04639            0.095056           -0.395866
                  97             3.07813           0.0634239           -0.398381
                  98             3.10986           0.0317279           -0.399891
                  99             3.14159                   0           -0.400394
