            Interval               Theta              Radial            Vertical
                   0                   0                   0                2.85
                   0                   0                   0                2.85
                   1           0.0317333           0.0317279             2.84949
                   2           0.0634665           0.0634239             2.84798
                   3           0.0951998            0.095056             2.84547
                   4            0.126933            0.126592             2.84195
                   5            0.158666            0.158001             2.83744
                   6              0.1904            0.189251             2.83193
                   7            0.222133            0.220311             2.82543
                   8            0.253866            0.251148             2.81795
                   9            0.285599            0.281733             2.80949
                  10            0.317333            0.312033             2.80007
                  11            0.349066             0.34202             2.78969
                  12            0.380799            0.371662             2.77836
                  13            0.412532            0.400931             2.76611
                  14            0.444266            0.429795             2.75292
                  15            0.475999            0.458227             2.73883
                  16            0.507732            0.486197             2.72385
                  17            0.539465            0.513677             2.70798
                  18            0.571199            0.540641             2.69125
                  19            0.602932             0.56706             2.67367
                  20            0.634665            0.592908             2.65527
                  21            0.666398            0.618159             2.63605
                  22            0.698132            0.642788             2.61604
                  23            0.729865            0.666769             2.59526
                  24            0.761598            0.690079             2.57373
                  25            0.793331            0.712694             2.55147
                  26            0.825065            0.734592             2.52851
                  27            0.856798             0.75575             2.50486
                  28            0.888531            0.776146             2.48055
                  29            0.920265            0.795762             2.45561
                  30            0.951998            0.814576             2.43005
                  31            0.983731             0.83257             2.40392
                  32             1.01546            0.849725             2.37722
                  33              1.0472            0.866025                2.35
                  34             1.07893            0.881453             2.32227
                  35             1.11066            0.895994             2.29406
                  36              1.1424            0.909632             2.26541
                  37             1.17413            0.922354             2.23634
                  38             1.20586            0.934148             2.20688
                  39              1.2376            0.945001             2.17706
                  40             1.26933            0.954902             2.14692
                  41             1.30106            0.963842             2.11647
                  42              1.3328            0.971812             2.08576
                  43             1.36453            0.978802              2.0548
                  44             1.39626            0.984808             2.02364
                  45               1.428            0.989821             1.99231
                  46             1.45973            0.993838             1.96083
                  47             1.49146            0.996855             1.92925
                  48              1.5232            0.998867             1.89758
                  49             1.55493            0.999874             1.86586
                  50             1.58666            0.999874             1.83413
                  51              1.6184            0.998867             1.80241
                  52             1.65013            0.996855             1.77075
                  53             1.68186            0.993838             1.73916
                  54              1.7136            0.989821             1.70768
                  55             1.74533            0.984808             1.67635
                  56             1.77706            0.978802             1.64519
                  57              1.8088            0.971812             1.61424
                  58             1.84053            0.963842             1.58352
                  59             1.87226            0.954902             1.55308
                  60               1.904            0.945001             1.52293
                  61             1.93573            0.934148             1.49311
                  62             1.96746            0.922354             1.46365
                  63              1.9992            0.909632             1.43458
                  64             2.03093            0.895994             1.40593
                  65             2.06266            0.881453             1.37773
                  66              2.0944            0.866025                1.35
                  67             2.12613            0.849725             1.32277
                  68             2.15786             0.83257             1.29608
                  69             2.18959            0.814576             1.26994
                  70             2.22133            0.795762             1.24439
                  71             2.25306            0.776146             1.21944
                  72             2.28479             0.75575             1.19514
                  73             2.31653            0.734592             1.17149
                  74             2.34826            0.712694             1.14852
                  75             2.37999            0.690079             1.12626
                  76             2.41173            0.666769             1.10473
                  77             2.44346            0.642788             1.08395
                  78             2.47519            0.618159             1.06394
                  79             2.50693            0.592908             1.04473
                  80             2.53866             0.56706             1.02632
                  81             2.57039            0.540641             1.00874
                  82             2.60213            0.513677            0.992013
                  83             2.63386            0.486197            0.976147
                  84             2.66559            0.458227            0.961161
                  85             2.69733            0.429795             0.94707
                  86             2.72906            0.400931            0.933888
                  87             2.76079            0.371662            0.921629
                  88             2.79253             0.34202            0.910304
                  89             2.82426            0.312033            0.899926
                  90             2.85599            0.281733            0.890504
                  91             2.88773            0.251148            0.882048
                  92             2.91946            0.220311            0.874567
                  93             2.95119            0.189251            0.868068
                  94             2.98293            0.158001            0.862558
                  95             3.01466            0.126592            0.858042
                  96             3.04639            0.095056            0.854525
                  97             3.07813           0.0634239             0.85201
                  98             3.10986           0.0317279              0.8505
                  99             3.14159                   0            0.849997
