            Interval               Theta              Radial            Vertical
                   0                   0                   0             1.43617
                   0                   0                   0             1.43617
                   1           0.0317333           0.0317279             1.43566
                   2           0.0634665           0.0634239             1.43415
                   3           0.0951998            0.095056             1.43164
                   4            0.126933            0.126592             1.42812
                   5            0.158666            0.158001             1.42361
                   6              0.1904            0.189251              1.4181
                   7            0.222133            0.220311              1.4116
                   8            0.253866            0.251148             1.40412
                   9            0.285599            0.281733             1.39566
                  10            0.317333            0.312033             1.38624
                  11            0.349066             0.34202             1.37586
                  12            0.380799            0.371662             1.36454
                  13            0.412532            0.400931             1.35228
                  14            0.444266            0.429795             1.33909
                  15            0.475999            0.458227               1.325
                  16            0.507732            0.486197             1.31002
                  17            0.539465            0.513677             1.29415
                  18            0.571199            0.540641             1.27742
                  19            0.602932             0.56706             1.25984
                  20            0.634665            0.592908             1.24144
                  21            0.666398            0.618159             1.22222
                  22            0.698132            0.642788             1.20221
                  23            0.729865            0.666769             1.18143
                  24            0.761598            0.690079              1.1599
                  25            0.793331            0.712694             1.13764
                  26            0.825065            0.734592             1.11468
                  27            0.856798             0.75575             1.09103
                  28            0.888531            0.776146             1.06672
                  29            0.920265            0.795762             1.04178
                  30            0.951998            0.814576             1.01622
                  31            0.983731             0.83257            0.990087
                  32             1.01546            0.849725            0.963393
                  33              1.0472            0.866025            0.936167
                  34             1.07893            0.881453            0.908438
                  35             1.11066            0.895994            0.880234
                  36              1.1424            0.909632            0.851582
                  37             1.17413            0.922354            0.822512
                  38             1.20586            0.934148            0.793053
                  39              1.2376            0.945001            0.763235
                  40             1.26933            0.954902            0.733088
                  41             1.30106            0.963842            0.702641
                  42              1.3328            0.971812            0.671926
                  43             1.36453            0.978802            0.640974
                  44             1.39626            0.984808            0.609815
                  45               1.428            0.989821            0.578482
                  46             1.45973            0.993838            0.547005
                  47             1.49146            0.996855            0.515417
                  48              1.5232            0.998867            0.483749
                  49             1.55493            0.999874            0.452033
                  50             1.58666            0.999874            0.420301
                  51              1.6184            0.998867            0.388585
                  52             1.65013            0.996855            0.356917
                  53             1.68186            0.993838            0.325329
                  54              1.7136            0.989821            0.293852
                  55             1.74533            0.984808            0.262519
                  56             1.77706            0.978802            0.231361
                  57              1.8088            0.971812            0.200408
                  58             1.84053            0.963842            0.169693
                  59             1.87226            0.954902            0.139247
                  60               1.904            0.945001            0.109099
                  61             1.93573            0.934148            0.079281
                  62             1.96746            0.922354           0.0498221
                  63              1.9992            0.909632           0.0207522
                  64             2.03093            0.895994         -0.00789936
                  65             2.06266            0.881453          -0.0361038
                  66              2.0944            0.866025          -0.0638328
                  67             2.12613            0.849725          -0.0910582
                  68             2.15786             0.83257           -0.117753
                  69             2.18959            0.814576            -0.14389
                  70             2.22133            0.795762           -0.169442
                  71             2.25306            0.776146           -0.194385
                  72             2.28479             0.75575           -0.218693
                  73             2.31653            0.734592           -0.242342
                  74             2.34826            0.712694           -0.265308
                  75             2.37999            0.690079           -0.287567
                  76             2.41173            0.666769           -0.309097
                  77             2.44346            0.642788           -0.329877
                  78             2.47519            0.618159           -0.349886
                  79             2.50693            0.592908           -0.369103
                  80             2.53866             0.56706           -0.387509
                  81             2.57039            0.540641           -0.405086
                  82             2.60213            0.513677           -0.421816
                  83             2.63386            0.486197           -0.437682
                  84             2.66559            0.458227           -0.452668
                  85             2.69733            0.429795           -0.466759
                  86             2.72906            0.400931           -0.479941
                  87             2.76079            0.371662           -0.492201
                  88             2.79253             0.34202           -0.503525
                  89             2.82426            0.312033           -0.513904
                  90             2.85599            0.281733           -0.523326
                  91             2.88773            0.251148           -0.531781
                  92             2.91946            0.220311           -0.539263
                  93             2.95119            0.189251           -0.545761
                  94             2.98293            0.158001           -0.551272
                  95             3.01466            0.126592           -0.555788
                  96             3.04639            0.095056           -0.559305
                  97             3.07813           0.0634239           -0.561819
                  98             3.10986           0.0317279           -0.563329
                  99             3.14159                   0           -0.563833
