            Interval               Theta              Radial            Vertical
                   0                   0                   0             3.87455
                   0                   0                   0             3.87455
                   1           0.0317333           0.0317279             3.87404
                   2           0.0634665           0.0634239             3.87253
                   3           0.0951998            0.095056             3.87002
                   4            0.126933            0.126592              3.8665
                   5            0.158666            0.158001             3.86199
                   6              0.1904            0.189251             3.85647
                   7            0.222133            0.220311             3.84998
                   8            0.253866            0.251148             3.84249
                   9            0.285599            0.281733             3.83404
                  10            0.317333            0.312033             3.82462
                  11            0.349066             0.34202             3.81424
                  12            0.380799            0.371662             3.80291
                  13            0.412532            0.400931             3.79065
                  14            0.444266            0.429795             3.77747
                  15            0.475999            0.458227             3.76338
                  16            0.507732            0.486197              3.7484
                  17            0.539465            0.513677             3.73253
                  18            0.571199            0.540641              3.7158
                  19            0.602932             0.56706             3.69822
                  20            0.634665            0.592908             3.67982
                  21            0.666398            0.618159              3.6606
                  22            0.698132            0.642788             3.64059
                  23            0.729865            0.666769             3.61981
                  24            0.761598            0.690079             3.59828
                  25            0.793331            0.712694             3.57602
                  26            0.825065            0.734592             3.55306
                  27            0.856798             0.75575             3.52941
                  28            0.888531            0.776146              3.5051
                  29            0.920265            0.795762             3.48016
                  30            0.951998            0.814576              3.4546
                  31            0.983731             0.83257             3.42847
                  32             1.01546            0.849725             3.40177
                  33              1.0472            0.866025             3.37455
                  34             1.07893            0.881453             3.34682
                  35             1.11066            0.895994             3.31861
                  36              1.1424            0.909632             3.28996
                  37             1.17413            0.922354             3.26089
                  38             1.20586            0.934148             3.23143
                  39              1.2376            0.945001             3.20161
                  40             1.26933            0.954902             3.17147
                  41             1.30106            0.963842             3.14102
                  42              1.3328            0.971812             3.11031
                  43             1.36453            0.978802             3.07935
                  44             1.39626            0.984808             3.04819
                  45               1.428            0.989821             3.01686
                  46             1.45973            0.993838             2.98538
                  47             1.49146            0.996855              2.9538
                  48              1.5232            0.998867             2.92213
                  49             1.55493            0.999874             2.89041
                  50             1.58666            0.999874             2.85868
                  51              1.6184            0.998867             2.82696
                  52             1.65013            0.996855              2.7953
                  53             1.68186            0.993838             2.76371
                  54              1.7136            0.989821             2.73223
                  55             1.74533            0.984808              2.7009
                  56             1.77706            0.978802             2.66974
                  57              1.8088            0.971812             2.63879
                  58             1.84053            0.963842             2.60807
                  59             1.87226            0.954902             2.57763
                  60               1.904            0.945001             2.54748
                  61             1.93573            0.934148             2.51766
                  62             1.96746            0.922354              2.4882
                  63              1.9992            0.909632             2.45913
                  64             2.03093            0.895994             2.43048
                  65             2.06266            0.881453             2.40228
                  66              2.0944            0.866025             2.37455
                  67             2.12613            0.849725             2.34732
                  68             2.15786             0.83257             2.32063
                  69             2.18959            0.814576             2.29449
                  70             2.22133            0.795762             2.26894
                  71             2.25306            0.776146             2.24399
                  72             2.28479             0.75575             2.21969
                  73             2.31653            0.734592             2.19604
                  74             2.34826            0.712694             2.17307
                  75             2.37999            0.690079             2.15081
                  76             2.41173            0.666769             2.12928
                  77             2.44346            0.642788              2.1085
                  78             2.47519            0.618159             2.08849
                  79             2.50693            0.592908             2.06928
                  80             2.53866             0.56706             2.05087
                  81             2.57039            0.540641             2.03329
                  82             2.60213            0.513677             2.01656
                  83             2.63386            0.486197              2.0007
                  84             2.66559            0.458227             1.98571
                  85             2.69733            0.429795             1.97162
                  86             2.72906            0.400931             1.95844
                  87             2.76079            0.371662             1.94618
                  88             2.79253             0.34202             1.93485
                  89             2.82426            0.312033             1.92448
                  90             2.85599            0.281733             1.91505
                  91             2.88773            0.251148              1.9066
                  92             2.91946            0.220311             1.89912
                  93             2.95119            0.189251             1.89262
                  94             2.98293            0.158001             1.88711
                  95             3.01466            0.126592             1.88259
                  96             3.04639            0.095056             1.87907
                  97             3.07813           0.0634239             1.87656
                  98             3.10986           0.0317279             1.87505
                  99             3.14159                   0             1.87455
